"Id","TranslatedName","Name","VariationId","BehaviorJudgeId","EzStateBehaviorType_old","RefType","RefId","SfxVariationId","Category","Stamina","Mp","HeroPoint"
"102508515","","【131】アルトリウス（侵食）_強化パリィ後","2508","515","1","0","2500515","0","1","5","0","0"
"102508516","","【131】アルトリウス（侵食）_強化パリィ後_二段目","2508","516","1","0","2500516","0","1","15","0","0"
"102508520","","【131】アルトリウス（侵食）_片手ダッシュ","2508","520","1","0","2500520","0","1","40","0","0"
"102508530","","【131】アルトリウス（侵食）_両手ダッシュ","2508","530","1","0","2500530","0","1","50","0","0"
"102508540","","【131】アルトリウス（侵食）_片手ステップ前","2508","540","1","0","2500540","0","1","30","0","0"
"102508580","","【131】アルトリウス（侵食）_両手ステップ前","2508","580","1","0","2500580","0","1","40","0","0"
"102508600","","【131】アルトリウス（侵食）_パリィガード","2508","600","1","0","2500600","0","0","0","0","0"
"102509000","","【135】黒竜の大剣_片手通常1","2509","0","1","0","2500000","0","1","30","0","0"
"102509010","","【135】黒竜の大剣_片手通常2","2509","10","1","0","2500010","0","1","30","0","0"
"102509020","","【135】黒竜の大剣_片手通常3","2509","20","1","0","2500020","0","1","30","0","0"
"102509030","","【135】黒竜の大剣_片手ジャンプ1","2509","30","1","0","2500030","0","1","70","0","0"
"102509040","","【135】黒竜の大剣_片手落下ループ","2509","40","1","0","2500040","0","1","0","0","0"
"102509050","","【135】黒竜の大剣_片手落下着地","2509","50","1","0","2500050","0","1","70","0","0"
"102509100","","【135】黒竜の大剣_片手タメ1","2509","100","1","0","2500100","0","1","60","0","0"
"102509110","","【135】黒竜の大剣_片手タメ2","2509","110","1","0","2500110","0","1","60","0","0"
"102509200","","【135】黒竜の大剣_両手通常1","2509","200","1","0","2500200","0","1","40","0","0"
"102509210","","【135】黒竜の大剣_両手通常2","2509","210","1","0","2500210","0","1","40","0","0"
"102509220","","【135】黒竜の大剣_両手通常3","2509","220","1","0","2500220","0","1","40","0","0"
"102509230","","【135】黒竜の大剣_両手ジャンプ1","2509","230","1","0","2500230","0","1","85","0","0"
"102509240","","【135】黒竜の大剣_両手落下ループ","2509","240","1","0","2500240","0","1","0","0","0"
"102509250","","【135】黒竜の大剣_両手落下着地","2509","250","1","0","2500250","0","1","85","0","0"
"102509300","","【135】黒竜の大剣_両手タメ1","2509","300","1","0","2509300","0","1","110","0","0"
"102509320","","【135】黒竜の大剣_両手タメ1／魔法剣発射時","2509","320","1","0","2509320","0","1","110","0","0"
"102509400","","【135】黒竜の大剣_左手","2509","400","1","0","2500400","0","2","30","0","0"
"102509410","","【135】黒竜の大剣_片手近距離","2509","410","1","0","2500410","0","9","10","0","0"
"102509420","","【135】黒竜の大剣_両手近距離","2509","420","1","0","2500420","0","9","10","0","0"
"102509430","","【135】黒竜の大剣_ガード_片手","2509","430","1","0","2500430","0","0","0","0","0"
"102509440","","【135】黒竜の大剣_ガード_両手","2509","440","1","0","2500440","0","0","0","0","0"
"102509450","","【135】黒竜の大剣_パリィ","2509","450","1","0","2500450","0","0","15","0","0"
"102509490","","【135】黒竜の大剣_落下投げ","2509","490","1","0","2500490","0","1","20","0","0"
"102509500","","【135】黒竜の大剣_背後","2509","500","1","0","2500500","0","1","20","0","0"
"102509505","","【135】黒竜の大剣_強化背後","2509","505","1","0","2500505","0","1","20","0","0"
"102509510","","【135】黒竜の大剣_パリィ後","2509","510","1","0","2500510","0","1","20","0","0"
"102509515","","【135】黒竜の大剣_強化パリィ後","2509","515","1","0","2500515","0","1","5","0","0"
"102509516","","【135】黒竜の大剣_強化パリィ後_二段目","2509","516","1","0","2500516","0","1","15","0","0"
"102509520","","【135】黒竜の大剣_片手ダッシュ","2509","520","1","0","2500520","0","1","40","0","0"
"102509530","","【135】黒竜の大剣_両手ダッシュ","2509","530","1","0","2500530","0","1","50","0","0"
"102509540","","【135】黒竜の大剣_片手ステップ前","2509","540","1","0","2500540","0","1","30","0","0"
"102509580","","【135】黒竜の大剣_両手ステップ前","2509","580","1","0","2500580","0","1","40","0","0"
"102509600","","【135】黒竜の大剣_パリィガード","2509","600","1","0","2500600","0","0","0","0","0"
"102509800","","【135】黒竜の大剣_片手_魔法剣","2509","800","1","1","1170","0","1","0","50","0"
"102600000","","特大剣_片手通常1","2600","0","1","0","2600000","0","1","45","0","0"
"102600001","","特大剣_片手通常1_範囲","2600","1","1","0","2600001","0","1","0","0","0"
"102600010","","特大剣_片手通常2","2600","10","1","0","2600010","0","1","45","0","0"
"102600020","","特大剣_片手通常3","2600","20","1","0","2600020","0","1","45","0","0"
"102600030","","特大剣_片手ジャンプ1","2600","30","1","0","2600030","0","1","90","0","0"
"102600040","","特大剣_片手落下ループ","2600","40","1","0","2600040","0","1","0","0","0"
"102600050","","特大剣_片手落下着地","2600","50","1","0","2600050","0","1","90","0","0"
"102600100","","特大剣_片手タメ1","2600","100","1","0","2600100","0","1","70","0","0"
"102600110","","特大剣_片手タメ2","2600","110","1","0","2600110","0","1","80","0","0"
"102600200","","特大剣_両手通常1","2600","200","1","0","2600200","0","1","60","0","0"
"102600210","","特大剣_両手通常2","2600","210","1","0","2600210","0","1","60","0","0"
"102600220","","特大剣_両手通常3","2600","220","1","0","2600220","0","1","60","0","0"
"102600230","","特大剣_両手ジャンプ1","2600","230","1","0","2600230","0","1","105","0","0"
"102600240","","特大剣_両手落下ループ","2600","240","1","0","2600240","0","1","0","0","0"
"102600250","","特大剣_両手落下着地","2600","250","1","0","2600250","0","1","105","0","0"
"102600300","","特大剣_両手タメ1","2600","300","1","0","2600300","0","1","100","0","0"
"102600310","","特大剣_両手タメ2","2600","310","1","0","2600310","0","1","100","0","0"
"102600400","","特大剣_左手","2600","400","1","0","2600400","0","2","45","0","0"
"102600410","","特大剣_片手近距離","2600","410","1","0","2600410","0","9","10","0","0"
"102600420","","特大剣_両手近距離","2600","420","1","0","2600420","0","9","10","0","0"
"102600430","","特大剣_ガード_片手","2600","430","1","0","2600430","0","0","0","0","0"
"102600440","","特大剣_ガード_両手","2600","440","1","0","2600440","0","0","0","0","0"
"102600450","","特大剣_パリィ","2600","450","1","0","2600450","0","0","15","0","0"
"102600490","","特大剣_落下投げ","2600","490","1","0","2600490","0","1","20","0","0"
"102600500","","特大剣_背後","2600","500","1","0","2600500","0","1","5","0","0"
"102600501","","特大剣_背後_二撃目","2600","501","1","0","2600501","0","1","15","0","0"
"102600505","","特大剣_強化背後","2600","505","1","0","2600505","0","1","5","0","0"
"102600506","","特大剣_強化背後_二段目","2600","506","1","0","2600506","0","1","15","0","0"
"102600510","","特大剣_パリィ後","2600","510","1","0","2600510","0","1","5","0","0"
"102600511","","特大剣_パリィ後_二撃目","2600","511","1","0","2600511","0","1","15","0","0"
"102600515","","特大剣_強化パリィ後","2600","515","1","0","2600515","0","1","5","0","0"
"102600516","","特大剣_強化パリィ後_二段目","2600","516","1","0","2600516","0","1","5","0","0"
"102600517","","特大剣_強化パリィ後_三段目","2600","517","1","0","2600517","0","1","10","0","0"
"102600520","","特大剣_片手ダッシュ","2600","520","1","0","2600520","0","1","50","0","0"
"102600530","","特大剣_両手ダッシュ","2600","530","1","0","2600530","0","1","65","0","0"
"102600540","","特大剣_片手ステップ前","2600","540","1","0","2600540","0","1","45","0","0"
"102600580","","特大剣_両手ステップ前","2600","580","1","0","2600580","0","1","60","0","0"
"102600600","","特大剣_パリィガード","2600","600","1","0","2600600","0","0","0","0","0"
"102601000","","【98】古竜の大剣_片手通常1","2601","0","1","0","2600000","0","1","45","0","0"
"102601001","","【98】古竜の大剣_片手通常1_範囲","2601","1","1","0","2600001","0","1","0","0","0"
"102601010","","【98】古竜の大剣_片手通常2","2601","10","1","0","2600010","0","1","45","0","0"
"102601020","","【98】古竜の大剣_片手通常3","2601","20","1","0","2600020","0","1","45","0","0"
"102601030","","【98】古竜の大剣_片手ジャンプ1","2601","30","1","0","2600030","0","1","90","0","0"
"102601040","","【98】古竜の大剣_片手落下ループ","2601","40","1","0","2600040","0","1","0","0","0"
"102601050","","【98】古竜の大剣_片手落下着地","2601","50","1","0","2600050","0","1","90","0","0"
"102601100","","【98】古竜の大剣_片手タメ1","2601","100","1","0","2600100","0","1","70","0","0"
"102601110","","【98】古竜の大剣_片手タメ2","2601","110","1","0","2600110","0","1","80","0","0"
"102601200","","【98】古竜の大剣_両手通常1","2601","200","1","0","2600200","0","1","60","0","0"
"102601210","","【98】古竜の大剣_両手通常2","2601","210","1","0","2600210","0","1","60","0","0"
"102601220","","【98】古竜の大剣_両手通常3","2601","220","1","0","2600220","0","1","60","0","0"
"102601230","","【98】古竜の大剣_両手ジャンプ1","2601","230","1","0","2600230","0","1","105","0","0"
"102601240","","【98】古竜の大剣_両手落下ループ","2601","240","1","0","2600240","0","1","0","0","0"
"102601250","","【98】古竜の大剣_両手落下着地","2601","250","1","0","2600250","0","1","105","0","0"
"102601300","","【98】古竜の大剣_両手タメ1","2601","300","1","0","2601300","0","1","100","0","0"
"102601310","","【98】古竜の大剣_両手タメ2","2601","310","1","0","2601310","0","1","100","0","0"
"102601320","","【98】古竜の大剣_両手タメ1／魔法剣発動時","2601","320","1","0","2601320","0","1","100","0","0"
"102601330","","【98】古竜の大剣_両手タメ2／魔法剣発動時","2601","330","1","0","2601330","0","1","100","0","0"
"102601400","","【98】古竜の大剣_左手","2601","400","1","0","2600400","0","2","45","0","0"
"102601410","","【98】古竜の大剣_片手近距離","2601","410","1","0","2600410","0","9","10","0","0"
"102601420","","【98】古竜の大剣_両手近距離","2601","420","1","0","2600420","0","9","10","0","0"
"102601430","","【98】古竜の大剣_ガード_片手","2601","430","1","0","2600430","0","0","0","0","0"
"102601440","","【98】古竜の大剣_ガード_両手","2601","440","1","0","2600440","0","0","0","0","0"
"102601450","","【98】古竜の大剣_パリィ","2601","450","1","0","2600450","0","0","15","0","0"
"102601490","","【98】古竜の大剣_落下投げ","2601","490","1","0","2600490","0","1","20","0","0"
"102601500","","【98】古竜の大剣_背後","2601","500","1","0","2600500","0","1","5","0","0"
"102601501","","【98】古竜の大剣_背後_二撃目","2601","501","1","0","2600501","0","1","15","0","0"
"102601505","","【98】古竜の大剣_強化背後","2601","505","1","0","2600505","0","1","5","0","0"
"102601506","","【98】古竜の大剣_強化背後_二段目","2601","506","1","0","2600506","0","1","15","0","0"
"102601510","","【98】古竜の大剣_パリィ後","2601","510","1","0","2600510","0","1","5","0","0"
"102601511","","【98】古竜の大剣_パリィ後_二撃目","2601","511","1","0","2600511","0","1","15","0","0"
"102601515","","【98】古竜の大剣_強化パリィ後","2601","515","1","0","2600515","0","1","5","0","0"
"102601516","","【98】古竜の大剣_強化パリィ後_二段目","2601","516","1","0","2600516","0","1","5","0","0"
"102601517","","【98】古竜の大剣_強化パリィ後_三段目","2601","517","1","0","2600517","0","1","10","0","0"
"102601520","","【98】古竜の大剣_片手ダッシュ","2601","520","1","0","2600520","0","1","50","0","0"
"102601530","","【98】古竜の大剣_両手ダッシュ","2601","530","1","0","2600530","0","1","65","0","0"
"102601540","","【98】古竜の大剣_片手ステップ前","2601","540","1","0","2600540","0","1","45","0","0"
"102601580","","【98】古竜の大剣_両手ステップ前","2601","580","1","0","2600580","0","1","60","0","0"
"102601600","","【98】古竜の大剣_パリィガード","2601","600","1","0","2600600","0","0","0","0","0"
"102601800","","【98】古竜の大剣__魔法剣","2601","800","1","1","1130","0","1","0","50","0"
"102602000","","【95】グレートソード_片手通常1","2602","0","1","0","2600000","0","1","45","0","0"
"102602001","","【95】グレートソード_片手通常1_範囲","2602","1","1","0","2600001","0","1","0","0","0"
"102602010","","【95】グレートソード_片手通常2","2602","10","1","0","2600010","0","1","45","0","0"
"102602020","","【95】グレートソード_片手通常3","2602","20","1","0","2600020","0","1","45","0","0"
"102602030","","【95】グレートソード_片手ジャンプ1","2602","30","1","0","2600030","0","1","90","0","0"
"102602040","","【95】グレートソード_片手落下ループ","2602","40","1","0","2600040","0","1","0","0","0"
"102602050","","【95】グレートソード_片手落下着地","2602","50","1","0","2600050","0","1","90","0","0"
"102602100","","【95】グレートソード_片手タメ1","2602","100","1","0","2602100","0","1","80","0","0"
"102602110","","【95】グレートソード_片手タメ2","2602","110","1","0","2602110","0","1","80","0","0"
"102602200","","【95】グレートソード_両手通常1","2602","200","1","0","2600200","0","1","60","0","0"
"102602210","","【95】グレートソード_両手通常2","2602","210","1","0","2600210","0","1","60","0","0"
"102602220","","【95】グレートソード_両手通常3","2602","220","1","0","2600220","0","1","60","0","0"
"102602230","","【95】グレートソード_両手ジャンプ1","2602","230","1","0","2600230","0","1","105","0","0"
"102602240","","【95】グレートソード_両手落下ループ","2602","240","1","0","2600240","0","1","0","0","0"
"102602250","","【95】グレートソード_両手落下着地","2602","250","1","0","2600250","0","1","105","0","0"
"102602300","","【95】グレートソード_両手タメ1","2602","300","1","0","2602300","0","1","100","0","0"
"102602310","","【95】グレートソード_両手タメ2","2602","310","1","0","2602310","0","1","100","0","0"
"102602400","","【95】グレートソード_左手","2602","400","1","0","2600400","0","2","45","0","0"
"102602410","","【95】グレートソード_片手近距離","2602","410","1","0","2600410","0","9","10","0","0"
"102602420","","【95】グレートソード_両手近距離","2602","420","1","0","2600420","0","9","10","0","0"
"102602430","","【95】グレートソード_ガード_片手","2602","430","1","0","2600430","0","0","0","0","0"
"102602440","","【95】グレートソード_ガード_両手","2602","440","1","0","2600440","0","0","0","0","0"
"102602450","","【95】グレートソード_パリィ","2602","450","1","0","2600450","0","0","15","0","0"
"102602490","","【95】グレートソード_落下投げ","2602","490","1","0","2600490","0","1","20","0","0"
"102602500","","【95】グレートソード_背後","2602","500","1","0","2600500","0","1","5","0","0"
"102602501","","【95】グレートソード_背後_二撃目","2602","501","1","0","2600501","0","1","15","0","0"
"102602505","","【95】グレートソード_強化背後","2602","505","1","0","2600505","0","1","5","0","0"
"102602506","","【95】グレートソード_強化背後_二段目","2602","506","1","0","2600506","0","1","15","0","0"
"102602510","","【95】グレートソード_パリィ後","2602","510","1","0","2600510","0","1","5","0","0"
"102602511","","【95】グレートソード_パリィ後_二撃目","2602","511","1","0","2600511","0","1","15","0","0"
"102602515","","【95】グレートソード_強化パリィ後","2602","515","1","0","2600515","0","1","5","0","0"
"102602516","","【95】グレートソード_強化パリィ後_二段目","2602","516","1","0","2600516","0","1","5","0","0"
"102602517","","【95】グレートソード_強化パリィ後_三段目","2602","517","1","0","2600517","0","1","10","0","0"
"102602520","","【95】グレートソード_片手ダッシュ","2602","520","1","0","2600520","0","1","50","0","0"
"102602530","","【95】グレートソード_両手ダッシュ","2602","530","1","0","2600530","0","1","65","0","0"
"102602540","","【95】グレートソード_片手ステップ前","2602","540","1","0","2600540","0","1","45","0","0"
"102602580","","【95】グレートソード_両手ステップ前","2602","580","1","0","2600580","0","1","60","0","0"
"102602600","","【95】グレートソード_パリィガード","2602","600","1","0","2600600","0","0","0","0","0"
"102603000","","【96】デーモンの鉈_片手通常1","2603","0","1","0","2600000","0","1","45","0","0"
"102603001","","【96】デーモンの鉈_片手通常1_範囲","2603","1","1","0","2600001","0","1","0","0","0"
"102603010","","【96】デーモンの鉈_片手通常2","2603","10","1","0","2600010","0","1","45","0","0"
"102603020","","【96】デーモンの鉈_片手通常3","2603","20","1","0","2600020","0","1","45","0","0"
"102603030","","【96】デーモンの鉈_片手ジャンプ1","2603","30","1","0","2600030","0","1","90","0","0"
"102603040","","【96】デーモンの鉈_片手落下ループ","2603","40","1","0","2600040","0","1","0","0","0"
"102603050","","【96】デーモンの鉈_片手落下着地","2603","50","1","0","2600050","0","1","90","0","0"
"102603100","","【96】デーモンの鉈_片手タメ1","2603","100","1","0","2603100","0","1","80","0","0"
"102603110","","【96】デーモンの鉈_片手タメ2","2603","110","1","0","2603110","0","1","80","0","0"
"102603200","","【96】デーモンの鉈_両手通常1","2603","200","1","0","2600200","0","1","60","0","0"
"102603210","","【96】デーモンの鉈_両手通常2","2603","210","1","0","2600210","0","1","60","0","0"
"102603220","","【96】デーモンの鉈_両手通常3","2603","220","1","0","2600220","0","1","60","0","0"
"102603230","","【96】デーモンの鉈_両手ジャンプ1","2603","230","1","0","2600230","0","1","105","0","0"
"102603240","","【96】デーモンの鉈_両手落下ループ","2603","240","1","0","2600240","0","1","0","0","0"
"102603250","","【96】デーモンの鉈_両手落下着地","2603","250","1","0","2600250","0","1","105","0","0"
"102603300","","【96】デーモンの鉈_両手タメ1","2603","300","1","0","2603300","0","1","100","0","0"
"102603310","","【96】デーモンの鉈_両手タメ2","2603","310","1","0","2603310","0","1","100","0","0"
"102603400","","【96】デーモンの鉈_左手","2603","400","1","0","2600400","0","2","45","0","0"
"102603410","","【96】デーモンの鉈_片手近距離","2603","410","1","0","2600410","0","9","10","0","0"
"102603420","","【96】デーモンの鉈_両手近距離","2603","420","1","0","2600420","0","9","10","0","0"
"102603430","","【96】デーモンの鉈_ガード_片手","2603","430","1","0","2600430","0","0","0","0","0"
"102603440","","【96】デーモンの鉈_ガード_両手","2603","440","1","0","2600440","0","0","0","0","0"
"102603450","","【96】デーモンの鉈_パリィ","2603","450","1","0","2600450","0","0","15","0","0"
"102603490","","【96】デーモンの鉈_落下投げ","2603","490","1","0","2600490","0","1","20","0","0"
"102603500","","【96】デーモンの鉈_背後","2603","500","1","0","2600500","0","1","5","0","0"
"102603501","","【96】デーモンの鉈_背後_二撃目","2603","501","1","0","2600501","0","1","15","0","0"
"102603505","","【96】デーモンの鉈_強化背後","2603","505","1","0","2600505","0","1","5","0","0"
"102603506","","【96】デーモンの鉈_強化背後_二段目","2603","506","1","0","2600506","0","1","15","0","0"
"102603510","","【96】デーモンの鉈_パリィ後","2603","510","1","0","2600510","0","1","5","0","0"
"102603511","","【96】デーモンの鉈_パリィ後_二撃目","2603","511","1","0","2600511","0","1","15","0","0"
"102603515","","【96】デーモンの鉈_強化パリィ後","2603","515","1","0","2600515","0","1","5","0","0"
"102603516","","【96】デーモンの鉈_強化パリィ後_二段目","2603","516","1","0","2600516","0","1","5","0","0"
"102603517","","【96】デーモンの鉈_強化パリィ後_三段目","2603","517","1","0","2600517","0","1","10","0","0"
"102603520","","【96】デーモンの鉈_片手ダッシュ","2603","520","1","0","2600520","0","1","50","0","0"
"102603530","","【96】デーモンの鉈_両手ダッシュ","2603","530","1","0","2600530","0","1","65","0","0"
"102603540","","【96】デーモンの鉈_片手ステップ前","2603","540","1","0","2600540","0","1","45","0","0"
"102603580","","【96】デーモンの鉈_両手ステップ前","2603","580","1","0","2600580","0","1","60","0","0"
"102603600","","【96】デーモンの鉈_パリィガード","2603","600","1","0","2600600","0","0","0","0","0"
"102604000","","【128】黒騎士の特大剣_片手通常1","2604","0","1","0","2600000","0","1","45","0","0"
"102604001","","【128】黒騎士の特大剣_片手通常1_範囲","2604","1","1","0","2600001","0","1","0","0","0"
"102604010","","【128】黒騎士の特大剣_片手通常2","2604","10","1","0","2600010","0","1","45","0","0"
"102604020","","【128】黒騎士の特大剣_片手通常3","2604","20","1","0","2600020","0","1","45","0","0"
"102604030","","【128】黒騎士の特大剣_片手ジャンプ1","2604","30","1","0","2600030","0","1","90","0","0"
"102604040","","【128】黒騎士の特大剣_片手落下ループ","2604","40","1","0","2600040","0","1","0","0","0"
"102604050","","【128】黒騎士の特大剣_片手落下着地","2604","50","1","0","2600050","0","1","90","0","0"
"102604100","","【128】黒騎士の特大剣_片手タメ1","2604","100","1","0","2604100","0","1","80","0","0"
"102604110","","【128】黒騎士の特大剣_片手タメ2","2604","110","1","0","2604110","0","1","80","0","0"
"102604200","","【128】黒騎士の特大剣_両手通常1","2604","200","1","0","2600200","0","1","60","0","0"
"102604210","","【128】黒騎士の特大剣_両手通常2","2604","210","1","0","2600210","0","1","60","0","0"
"102604220","","【128】黒騎士の特大剣_両手通常3","2604","220","1","0","2600220","0","1","60","0","0"
"102604230","","【128】黒騎士の特大剣_両手ジャンプ1","2604","230","1","0","2600230","0","1","105","0","0"
"102604240","","【128】黒騎士の特大剣_両手落下ループ","2604","240","1","0","2600240","0","1","0","0","0"
"102604250","","【128】黒騎士の特大剣_両手落下着地","2604","250","1","0","2600250","0","1","105","0","0"
"102604300","","【128】黒騎士の特大剣_両手タメ1","2604","300","1","0","2604300","0","1","100","0","0"
"102604310","","【128】黒騎士の特大剣_両手タメ2","2604","310","1","0","2604310","0","1","100","0","0"
"102604400","","【128】黒騎士の特大剣_左手","2604","400","1","0","2600400","0","2","45","0","0"
"102604410","","【128】黒騎士の特大剣_片手近距離","2604","410","1","0","2600410","0","9","10","0","0"
"102604420","","【128】黒騎士の特大剣_両手近距離","2604","420","1","0","2600420","0","9","10","0","0"
"102604430","","【128】黒騎士の特大剣_ガード_片手","2604","430","1","0","2600430","0","0","0","0","0"
"102604440","","【128】黒騎士の特大剣_ガード_両手","2604","440","1","0","2600440","0","0","0","0","0"
"102604450","","【128】黒騎士の特大剣_パリィ","2604","450","1","0","2600450","0","0","15","0","0"
"102604490","","【128】黒騎士の特大剣_落下投げ","2604","490","1","0","2600490","0","1","20","0","0"
"102604500","","【128】黒騎士の特大剣_背後","2604","500","1","0","2600500","0","1","5","0","0"
"102604501","","【128】黒騎士の特大剣_背後_二撃目","2604","501","1","0","2600501","0","1","15","0","0"
"102604505","","【128】黒騎士の特大剣_強化背後","2604","505","1","0","2600505","0","1","5","0","0"
"102604506","","【128】黒騎士の特大剣_強化背後_二段目","2604","506","1","0","2600506","0","1","15","0","0"
"102604510","","【128】黒騎士の特大剣_パリィ後","2604","510","1","0","2600510","0","1","5","0","0"
"102604511","","【128】黒騎士の特大剣_パリィ後_二撃目","2604","511","1","0","2600511","0","1","15","0","0"
"102604515","","【128】黒騎士の特大剣_強化パリィ後","2604","515","1","0","2600515","0","1","5","0","0"
"102604516","","【128】黒騎士の特大剣_強化パリィ後_二段目","2604","516","1","0","2600516","0","1","5","0","0"
"102604517","","【128】黒騎士の特大剣_強化パリィ後_三段目","2604","517","1","0","2600517","0","1","10","0","0"
"102604520","","【128】黒騎士の特大剣_片手ダッシュ","2604","520","1","0","2600520","0","1","50","0","0"
"102604530","","【128】黒騎士の特大剣_両手ダッシュ","2604","530","1","0","2600530","0","1","65","0","0"
"102604540","","【128】黒騎士の特大剣_片手ステップ前","2604","540","1","0","2600540","0","1","45","0","0"
"102604580","","【128】黒騎士の特大剣_両手ステップ前","2604","580","1","0","2600580","0","1","60","0","0"
"102604600","","【128】黒騎士の特大剣_パリィガード","2604","600","1","0","2600600","0","0","0","0","0"
"102800000","","曲剣_片手通常1","2800","0","1","0","2800000","0","1","20","0","0"
"102800010","","曲剣_片手通常2","2800","10","1","0","2800010","0","1","20","0","0"
"102800020","","曲剣_片手通常3","2800","20","1","0","2800020","0","1","20","0","0"
"102800030","","曲剣_片手ジャンプ1","2800","30","1","0","2800030","0","1","52","0","0"
"102800040","","曲剣_片手落下ループ","2800","40","1","0","2800040","0","1","0","0","0"
"102800050","","曲剣_片手落下着地","2800","50","1","0","2800050","0","1","52","0","0"
"102800100","","曲剣_片手タメ1","2800","100","1","0","2800100","0","1","20","0","0"
"102800110","","曲剣_片手タメ2","2800","110","1","0","2800110","0","1","44","0","0"
"102800200","","曲剣_両手通常1","2800","200","1","0","2800200","0","1","30","0","0"
"102800210","","曲剣_両手通常2","2800","210","1","0","2800210","0","1","30","0","0"
"102800220","","曲剣_両手通常3","2800","220","1","0","2800220","0","1","30","0","0"
"102800230","","曲剣_両手ジャンプ1","2800","230","1","0","2800230","0","1","60","0","0"
"102800240","","曲剣_両手落下ループ","2800","240","1","0","2800240","0","1","0","0","0"
"102800250","","曲剣_両手落下着地","2800","250","1","0","2800250","0","1","60","0","0"
"102800300","","曲剣_両手タメ1","2800","300","1","0","2800300","0","1","30","0","0"
"102800310","","曲剣_両手タメ2","2800","310","1","0","2800310","0","1","65","0","0"
"102800400","","曲剣_左手","2800","400","1","0","2800400","0","2","20","0","0"
"102800410","","曲剣_片手近距離","2800","410","1","0","2800410","0","1","20","0","0"
"102800420","","曲剣_両手近距離","2800","420","1","0","2800420","0","1","30","0","0"
"102800430","","曲剣_ガード_片手","2800","430","1","0","2800430","0","0","0","0","0"
"102800440","","曲剣_ガード_両手","2800","440","1","0","2800440","0","0","0","0","0"
"102800450","","曲剣_パリィ","2800","450","1","0","2800450","0","0","15","0","0"
"102800490","","曲剣_落下投げ","2800","490","1","0","2800490","0","1","20","0","0"
"102800500","","曲剣_背後","2800","500","1","0","2800500","0","1","20","0","0"
"102800505","","曲剣_強化背後","2800","505","1","0","2800505","0","1","20","0","0"
"102800510","","曲剣_パリィ後","2800","510","1","0","2800510","0","1","20","0","0"
"102800515","","曲剣_強化パリィ後","2800","515","1","0","2800515","0","1","5","0","0"
"102800516","","曲剣_強化パリィ後_二段目","2800","516","1","0","2800516","0","1","15","0","0"
"102800520","","曲剣_片手ダッシュ","2800","520","1","0","2800520","0","1","25","0","0"
"102800530","","曲剣_両手ダッシュ","2800","530","1","0","2800530","0","1","35","0","0"
"102800540","","曲剣_片手ステップ前","2800","540","1","0","2800540","0","1","20","0","0"
"102800580","","曲剣_両手ステップ前","2800","580","1","0","2800580","0","1","30","0","0"
"102800600","","曲剣_パリィガード","2800","600","1","0","2800600","0","0","0","0","0"
"102801000","","【99】ショーテル_片手通常1","2801","0","1","0","2800000","0","1","20","0","0"
"102801010","","【99】ショーテル_片手通常2","2801","10","1","0","2800010","0","1","20","0","0"
"102801020","","【99】ショーテル_片手通常3","2801","20","1","0","2800020","0","1","20","0","0"
"102801030","","【99】ショーテル_片手ジャンプ1","2801","30","1","0","2800030","0","1","52","0","0"
"102801040","","【99】ショーテル_片手落下ループ","2801","40","1","0","2800040","0","1","0","0","0"
"102801050","","【99】ショーテル_片手落下着地","2801","50","1","0","2800050","0","1","52","0","0"
"102801100","","【99】ショーテル_片手タメ1","2801","100","1","0","2801100","0","1","45","0","0"
"102801110","","【99】ショーテル_片手タメ2","2801","110","1","0","2801110","0","1","45","0","0"
"102801200","","【99】ショーテル_両手通常1","2801","200","1","0","2800200","0","1","30","0","0"
"102801210","","【99】ショーテル_両手通常2","2801","210","1","0","2800210","0","1","30","0","0"
"102801220","","【99】ショーテル_両手通常3","2801","220","1","0","2800220","0","1","30","0","0"
"102801230","","【99】ショーテル_両手ジャンプ1","2801","230","1","0","2800230","0","1","60","0","0"
"102801240","","【99】ショーテル_両手落下ループ","2801","240","1","0","2800240","0","1","0","0","0"
"102801250","","【99】ショーテル_両手落下着地","2801","250","1","0","2800250","0","1","60","0","0"
"102801300","","【99】ショーテル_両手タメ1","2801","300","1","0","2801300","0","1","66","0","0"
"102801310","","【99】ショーテル_両手タメ2","2801","310","1","0","2801310","0","1","66","0","0"
"102801400","","【99】ショーテル_左手","2801","400","1","0","2800400","0","2","20","0","0"
"102801410","","【99】ショーテル_片手近距離","2801","410","1","0","2800410","0","1","20","0","0"
"102801420","","【99】ショーテル_両手近距離","2801","420","1","0","2800420","0","1","30","0","0"
"102801430","","【99】ショーテル_ガード_片手","2801","430","1","0","2800430","0","0","0","0","0"
"102801440","","【99】ショーテル_ガード_両手","2801","440","1","0","2800440","0","0","0","0","0"
"102801450","","【99】ショーテル_パリィ","2801","450","1","0","2800450","0","0","15","0","0"
"102801490","","【99】ショーテル_落下投げ","2801","490","1","0","2800490","0","1","20","0","0"
"102801500","","【99】ショーテル_背後","2801","500","1","0","2800500","0","1","20","0","0"
"102801505","","【99】ショーテル_強化背後","2801","505","1","0","2800505","0","1","20","0","0"
"102801510","","【99】ショーテル_パリィ後","2801","510","1","0","2800510","0","1","20","0","0"
"102801515","","【99】ショーテル_強化パリィ後","2801","515","1","0","2800515","0","1","5","0","0"
"102801516","","【99】ショーテル_強化パリィ後_二段目","2801","516","1","0","2800516","0","1","15","0","0"
