Id	TranslatedName	Name	PhysicsAtkRate	MagicAtkRate	FireAtkRate	ThunderAtkRate	StaminaAtkRate	SaWeaponAtkRate	SaDurabilityRate	CorrectStrengthRate	CorrectAgilityRate	CorrectMagicRate	CorrectFaithRate	PhysicsGuardCutRate	MagicGuardCutRate	FireGuardCutRate	ThunderGuardCutRate	PoisonGuardResistRate	DiseaseGuardResistRate	BloodGuardResistRate	CurseGuardResistRate	StaminaGuardDefRate	SpEffectId1	SpEffectId2	SpEffectId3	ResidentSpEffectId1	ResidentSpEffectId2	ResidentSpEffectId3	MaterialSetId
2505	[Club-only] magic B + 5	?????????B?5	1.94	1.93	1	1	2.5	1	1	1.2	1.2	1.8	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	5
2600	[Club-only] sacred	?????????	1.5	1.5	1	1	1.5	1	1	1.1	1.1	1	1.1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0
2601	[Club-only] sacred +1	??????????1	1.57	1.57	1	1	1.6	1	1	1.1	1.1	1	1.1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1
2602	[Club-only] sacred +2	??????????2	1.64	1.64	1	1	1.7	1	1	1.1	1.1	1	1.1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	2
2603	[Club-only] sacred +3	??????????3	1.71	1.71	1	1	1.8	1	1	1.1	1.1	1	1.1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	3
2604	[Club-only] sacred +4	??????????4	1.78	1.78	1	1	1.9	1	1	1.1	1.1	1	1.1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	4
2605	[Club-only] sacred +5	??????????5	1.85	1.85	1	1	2	1	1	1.1	1.1	1	1.1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	5
2606	[Club-only] sacred +6	??????????6	1.9	1.9	1	1	2.1	1	1	1.15	1.15	1	1.15	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	6
2607	[Club-only] sacred +7	??????????7	1.95	1.95	1	1	2.2	1	1	1.15	1.15	1	1.15	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	7
2608	[Club-only] sacred +8	??????????8	2	2	1	1	2.3	1	1	1.15	1.15	1	1.15	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	8
2609	[Club-only] sacred +9	??????????9	2.05	2.05	1	1	2.4	1	1	1.2	1.2	1	1.2	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	9
2610	[Club-only] sacred +10	??????????10	2.1	2.1	1	1	2.5	1	1	1.2	1.2	1	1.2	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	10
2700	[Club-only] dark	?????????	1.85	1.85	1	1	2	1	1	1.15	1.15	1	1.15	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0
2701	[Club-only] dark +1	??????????1	1.91	1.9	1	1	2.1	1	1	1.15	1.15	1	1.15	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1
2702	[Club-only] dark +2	??????????2	1.97	1.95	1	1	2.2	1	1	1.15	1.15	1	1.15	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	2
2703	[Club-only] dark +3	??????????3	2.03	2	1	1	2.3	1	1	1.15	1.15	1	1.15	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	3
2704	[Club-only] dark +4	??????????4	2.09	2.05	1	1	2.4	1	1	1.2	1.2	1	1.2	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	4
2705	[Club-only] dark +5	??????????5	2.15	2.1	1	1	2.5	1	1	1.2	1.2	1	1.2	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	5
2800	[Club-only] flame	????????	1.34	1	1.34	1	1.5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0
2801	[Club-only] flame +1	?????????1	1.41	1	1.41	1	1.6	1	1	1	1	1	1	1	1	1.01	1	1	1	1	1	1	0	0	0	0	0	0	1
2802	[Club-only] flame +2	?????????2	1.48	1	1.48	1	1.7	1	1	1	1	1	1	1	1	1.02	1	1	1	1	1	1	0	0	0	0	0	0	2
2803	[Club-only] flame +3	?????????3	1.55	1	1.55	1	1.8	1	1	1	1	1	1	1	1	1.03	1	1	1	1	1	1	0	0	0	0	0	0	3
2804	[Club-only] flame +4	?????????4	1.62	1	1.62	1	1.9	1	1	1	1	1	1	1	1	1.04	1	1	1	1	1	1	0	0	0	0	0	0	4
2805	[Club-only] flame +5	?????????5	1.71	1	1.71	1	2	1	1	1	1	1	1	1	1	1.05	1	1	1	1	1	1	0	0	0	0	0	0	5
2806	[Club-only] flame +6	?????????6	1.75	1	1.75	1	2.1	1	1	1	1	1	1	1	1	1.06	1	1	1	1	1	1	0	0	0	0	0	0	6
2807	[Club-only] flame +7	?????????7	1.79	1	1.79	1	2.2	1	1	1	1	1	1	1	1	1.07	1	1	1	1	1	1	0	0	0	0	0	0	7
2808	[Club-only] flame +8	?????????8	1.83	1	1.83	1	2.3	1	1	1	1	1	1	1	1	1.08	1	1	1	1	1	1	0	0	0	0	0	0	8
2809	[Club-only] flame +9	?????????9	1.87	1	1.87	1	2.4	1	1	1	1	1	1	1	1	1.09	1	1	1	1	1	1	0	0	0	0	0	0	9
2810	[Club-only] flame +10	?????????10	1.95	1	1.95	1	2.5	1	1	1	1	1	1	1	1	1.1	1	1	1	1	1	1	0	0	0	0	0	0	10
2900	[Club dedicated] chaos of the flame	???????????	1.71	1	1.71	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0
2901	[Club dedicated] chaos of flame +1	????????????1	1.74	1	1.74	1	2.1	1	1	1	1	1	1	1	1	1.02	1	1	1	1	1	1	0	0	0	0	0	0	1
2902	[Club dedicated] chaos of flame +2	????????????2	1.77	1	1.77	1	2.2	1	1	1	1	1	1	1	1	1.04	1	1	1	1	1	1	0	0	0	0	0	0	2
2903	[Club dedicated] chaos of flame +3	????????????3	1.8	1	1.8	1	2.3	1	1	1	1	1	1	1	1	1.06	1	1	1	1	1	1	0	0	0	0	0	0	3
2904	[Club dedicated] chaos of flame +4	????????????4	1.83	1	1.83	1	2.4	1	1	1	1	1	1	1	1	1.08	1	1	1	1	1	1	0	0	0	0	0	0	4
2905	[Club dedicated] chaos of flame +5	????????????5	1.88	1	1.88	1	2.5	1	1	1	1	1	1	1	1	1.1	1	1	1	1	1	1	0	0	0	0	0	0	5
3200	[Composite] thunder	?????????	2.4	1	1	2.8	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0
3201	[Composite] thunder +1	??????????1	2.58	1	1	2.98	2.1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1
3202	[Composite] thunder +2	??????????2	2.76	1	1	3.16	2.2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	2
3203	[Composite] thunder +3	??????????3	2.94	1	1	3.34	2.3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	3
3204	[Composite] thunder +4	??????????4	3.12	1	1	3.52	2.4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	4
3205	[Composite] thunder +5	??????????5	3.3	1	1	3.7	2.5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	5
3800	[Composite] flame	?????????	1.5	1	1.5	1	1.5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0
3801	[Composite] flame +1	??????????1	1.68	1	1.68	1	1.6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1
3802	[Composite] flame +2	??????????2	1.86	1	1.86	1	1.7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	2
3803	[Composite] flame +3	??????????3	2.04	1	2.04	1	1.8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	3
3804	[Composite] flame +4	??????????4	2.22	1	2.22	1	1.9	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	4
3805	[Composite] flame +5	??????????5	2.4	1	2.4	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	5
3806	[Composite] flame +6	??????????6	2.58	1	2.58	1	2.1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	6
3807	[Composite] flame +7	??????????7	2.76	1	2.76	1	2.2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	7
3808	[Composite] flame +8	??????????8	2.94	1	2.94	1	2.3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	8
3809	[Composite] flame +9	??????????9	3.12	1	3.12	1	2.4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	9
3810	[Composite] flame +10	??????????10	3.3	1	3.3	1	2.5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	10
3900	[Composite] chaos	??????????	1.9	1	2.1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0
3901	[Composite] chaos +1	???????????1	2.05	1	2.29	1	2.1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1
3902	[Composite] chaos +2	???????????2	2.2	1	2.48	1	2.2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	2
3903	[Composite] chaos +3	???????????3	2.35	1	2.67	1	2.3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	3
3904	[Composite] chaos +4	???????????4	2.5	1	2.86	1	2.4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	4
3905	[Composite] chaos +5	???????????5	2.65	1	3.05	1	2.5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	5
5000	[Shield] Normal	?????	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0
5001	[Shield] usually +1	??????1	1.05	1	1	1	1.1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1.01	0	0	0	0	0	0	1
5002	[Shield] usually +2	??????2	1.1	1	1	1	1.2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1.02	0	0	0	0	0	0	2
5003	[Shield] usually +3	??????3	1.15	1	1	1	1.3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1.03	0	0	0	0	0	0	3
5004	[Shield] usually +4	??????4	1.2	1	1	1	1.4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1.04	0	0	0	0	0	0	4
5005	[Shield] usually +5	??????5	1.25	1	1	1	1.5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1.05	0	0	0	0	0	0	5
5006	[Shield] usually +6	??????6	1.31	1	1	1	1.6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1.08	0	0	0	0	0	0	6
5007	[Shield] usually +7	??????7	1.37	1	1	1	1.7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1.09	0	0	0	0	0	0	7
5008	[Shield] usually +8	??????8	1.43	1	1	1	1.8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1.1	0	0	0	0	0	0	8
5009	[Shield] usually +9	??????9	1.49	1	1	1	1.9	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1.11	0	0	0	0	0	0	9
5010	[Shield] usually +10	??????10	1.55	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1.12	0	0	0	0	0	0	10
5011	[Shield] usually +11	??????11	1.62	1	1	1	2.1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1.14	0	0	0	0	0	0	11
5012	[Shield] usually +12	??????12	1.69	1	1	1	2.2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1.15	0	0	0	0	0	0	12
5013	[Shield] usually +13	??????13	1.76	1	1	1	2.3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1.16	0	0	0	0	0	0	13
5014	[Shield] usually +14	??????14	1.83	1	1	1	2.4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1.18	0	0	0	0	0	0	14
5015	[Shield] usually +15	??????15	2	1	1	1	2.5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1.2	0	0	0	0	0	0	15
5100	[Shield] crystal	?????	1.55	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1.2	0	0	0	0	0	0	0
5101	[Shield] crystal +1	??????1	1.62	1	1	1	2.1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1.21	0	0	0	0	0	0	1
5102	[Shield] crystal +2	??????2	1.69	1	1	1	2.2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1.22	0	0	0	0	0	0	2
5103	[Shield] crystal +3	??????3	1.76	1	1	1	2.3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1.23	0	0	0	0	0	0	3
5104	[Shield] crystal +4	??????4	1.83	1	1	1	2.4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1.24	0	0	0	0	0	0	4
5105	[Shield] crystal +5	??????5	2	1	1	1	2.5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1.25	0	0	0	0	0	0	5
5200	[Shield] thunder	????	1.2	1	1	1.2	2	1	1	1	1	1	1	1	1	1	1.12	1	1	1	1	1	0	0	0	0	0	0	0
5201	[Shield] thunder +1	?????1	1.28	1	1	1.28	2.1	1	1	1	1	1	1	1	1	1	1.14	1	1	1	1	1	0	0	0	0	0	0	1
5202	[Shield] thunder +2	?????2	1.36	1	1	1.36	2.2	1	1	1	1	1	1	1	1	1	1.15	1	1	1	1	1	0	0	0	0	0	0	2
5203	[Shield] thunder +3	?????3	1.44	1	1	1.44	2.3	1	1	1	1	1	1	1	1	1	1.16	1	1	1	1	1	0	0	0	0	0	0	3
5204	[Shield] thunder +4	?????4	1.52	1	1	1.52	2.4	1	1	1	1	1	1	1	1	1	1.18	1	1	1	1	1	0	0	0	0	0	0	4
5205	[Shield] thunder +5	?????5	1.6	1	1	1.6	2.5	1	1	1	1	1	1	1	1	1	1.2	1	1	1	1	1	0	0	0	0	0	0	5
5400	[Shield] magic A	?????A	1.25	1.25	1	1	1.5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0
5401	[Shield] magic A + 1	?????A?1	1.31	1.31	1	1	1.6	1	1	1	1	1	1	1	1.02	1	1	1	1	1	1	1	0	0	0	0	0	0	1
5402	[Shield] magic A + 2	?????A?2	1.37	1.37	1	1	1.7	1	1	1	1	1	1	1	1.04	1	1	1	1	1	1	1	0	0	0	0	0	0	2
5403	[Shield] magic A + 3	?????A?3	1.43	1.43	1	1	1.8	1	1	1	1	1	1	1	1.06	1	1	1	1	1	1	1	0	0	0	0	0	0	3
5404	[Shield] magic A + 4	?????A?4	1.49	1.49	1	1	1.9	1	1	1	1	1	1	1	1.08	1	1	1	1	1	1	1	0	0	0	0	0	0	4
5405	[Shield] magic A + 5	?????A?5	1.55	1.55	1	1	2	1	1	1	1	1	1	1	1.1	1	1	1	1	1	1	1	0	0	0	0	0	0	5
5406	[Shield] magic A + 6	?????A?6	1.62	1.62	1	1	2.1	1	1	1	1	1	1	1	1.12	1	1	1	1	1	1	1	0	0	0	0	0	0	6
5407	[Shield] magic A + 7	?????A?7	1.69	1.69	1	1	2.2	1	1	1	1	1	1	1	1.14	1	1	1	1	1	1	1	0	0	0	0	0	0	7
5408	[Shield] magic A + 8	?????A?8	1.76	1.76	1	1	2.3	1	1	1	1	1	1	1	1.16	1	1	1	1	1	1	1	0	0	0	0	0	0	8
5409	[Shield] magic A + 9	?????A?9	1.83	1.83	1	1	2.4	1	1	1	1	1	1	1	1.18	1	1	1	1	1	1	1	0	0	0	0	0	0	9
5410	[Shield] magic A + 10	?????A?10	2	2	1	1	2.5	1	1	1	1	1	1	1	1.2	1	1	1	1	1	1	1	0	0	0	0	0	0	10
5600	[Shield] sacred	?????	1.25	1.25	1	1	1.5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0
5601	[Shield] sacred +1	??????1	1.31	1.31	1	1	1.6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1
5602	[Shield] sacred +2	??????2	1.37	1.37	1	1	1.7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	2
5603	[Shield] sacred +3	??????3	1.43	1.43	1	1	1.8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	3
5604	[Shield] sacred +4	??????4	1.49	1.49	1	1	1.9	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	4
5605	[Shield] sacred +5	??????5	1.55	1.55	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	5
5606	[Shield] sacred +6	??????6	1.62	1.62	1	1	2.1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	6
5607	[Shield] sacred +7	??????7	1.69	1.69	1	1	2.2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	7
5608	[Shield] sacred +8	??????8	1.76	1.76	1	1	2.3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	8
5609	[Shield] sacred +9	??????9	1.83	1.83	1	1	2.4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	9
5610	[Shield] sacred +10	??????10	2	2	1	1	2.5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	10
5800	[Shield] flame	????	1	1	1	1	1.5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0
5801	[Shield] flame +1	?????1	1.04	1	1.04	1	1.6	1	1	1	1	1	1	1	1	1.02	1	1	1	1	1	1	0	0	0	0	0	0	1
5802	[Shield] flame +2	?????2	1.08	1	1.08	1	1.7	1	1	1	1	1	1	1	1	1.04	1	1	1	1	1	1	0	0	0	0	0	0	2
5803	[Shield] flame +3	?????3	1.12	1	1.12	1	1.8	1	1	1	1	1	1	1	1	1.06	1	1	1	1	1	1	0	0	0	0	0	0	3
5804	[Shield] flame +4	?????4	1.16	1	1.16	1	1.9	1	1	1	1	1	1	1	1	1.08	1	1	1	1	1	1	0	0	0	0	0	0	4
5805	[Shield] flame +5	?????5	1.2	1	1.2	1	2	1	1	1	1	1	1	1	1	1.1	1	1	1	1	1	1	0	0	0	0	0	0	5
5806	[Shield] flame +6	?????6	1.27	1	1.27	1	2.1	1	1	1	1	1	1	1	1	1.12	1	1	1	1	1	1	0	0	0	0	0	0	6
5807	[Shield] flame +7	?????7	1.34	1	1.34	1	2.2	1	1	1	1	1	1	1	1	1.14	1	1	1	1	1	1	0	0	0	0	0	0	7
5808	[Shield] flame +8	?????8	1.41	1	1.41	1	2.3	1	1	1	1	1	1	1	1	1.16	1	1	1	1	1	1	0	0	0	0	0	0	8
5809	[Shield] flame +9	?????9	1.48	1	1.48	1	2.4	1	1	1	1	1	1	1	1	1.18	1	1	1	1	1	1	0	0	0	0	0	0	9
5810	[Shield] flame +10	?????10	1.55	1	1.55	1	2.5	1	1	1	1	1	1	1	1	1.2	1	1	1	1	1	1	0	0	0	0	0	0	10
6000	[Shield _ growth +] Normal	??_??????	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0
6001	[Shield _ growth +] usually +1	??_???????1	1.05	1	1	1	1.1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1.02	0	0	0	0	0	0	1
6002	[Shield _ growth +] usually +2	??_???????2	1.1	1	1	1	1.2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1.04	0	0	0	0	0	0	2
6003	[Shield _ growth +] usually +3	??_???????3	1.15	1	1	1	1.3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1.06	0	0	0	0	0	0	3
6004	[Shield _ growth +] usually +4	??_???????4	1.2	1	1	1	1.4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1.08	0	0	0	0	0	0	4
6005	[Shield _ growth +] usually +5	??_???????5	1.25	1	1	1	1.5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1.1	0	0	0	0	0	0	5
6006	[Shield _ growth +] usually +6	??_???????6	1.31	1	1	1	1.6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1.12	0	0	0	0	0	0	6
6007	[Shield _ growth +] usually +7	??_???????7	1.37	1	1	1	1.7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1.14	0	0	0	0	0	0	7
6008	[Shield _ growth +] usually +8	??_???????8	1.43	1	1	1	1.8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1.16	0	0	0	0	0	0	8
6009	[Shield _ growth +] usually +9	??_???????9	1.49	1	1	1	1.9	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1.18	0	0	0	0	0	0	9
6010	[Shield _ growth +] usually +10	??_???????10	1.55	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1.2	0	0	0	0	0	0	10
6011	[Shield _ growth +] usually +11	??_???????11	1.62	1	1	1	2.1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1.21	0	0	0	0	0	0	11
6012	[Shield _ growth +] usually +12	??_???????12	1.69	1	1	1	2.2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1.22	0	0	0	0	0	0	12
6013	[Shield _ growth +] usually +13	??_???????13	1.76	1	1	1	2.3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1.23	0	0	0	0	0	0	13
6014	[Shield _ growth +] usually +14	??_???????14	1.83	1	1	1	2.4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1.24	0	0	0	0	0	0	14
6015	[Shield _ growth +] usually +15	??_???????15	2	1	1	1	2.5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1.25	0	0	0	0	0	0	15
6100	[Shield _ growth +] crystal	??_??????	1.55	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1.25	0	0	0	0	0	0	0
6101	[Shield _ growth +] crystal +1	??_???????1	1.62	1	1	1	2.1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1.26	0	0	0	0	0	0	1
6102	[Shield _ growth +] crystal +2	??_???????2	1.69	1	1	1	2.2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1.27	0	0	0	0	0	0	2
6103	[Shield _ growth +] crystal +3	??_???????3	1.76	1	1	1	2.3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1.28	0	0	0	0	0	0	3
6104	[Shield _ growth +] crystal +4	??_???????4	1.83	1	1	1	2.4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1.29	0	0	0	0	0	0	4
6105	[Shield _ growth +] crystal +5	??_???????5	2	1	1	1	2.5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1.3	0	0	0	0	0	0	5
6200	[Shield _ growth +] thunder	??_?????	1.2	1	1	1.2	2	1	1	1	1	1	1	1	1	1	1.2	1	1	1	1	1	0	0	0	0	0	0	0
6201	[Shield _ growth +] thunder +1	??_??????1	1.28	1	1	1.28	2.1	1	1	1	1	1	1	1	1	1	1.22	1	1	1	1	1	0	0	0	0	0	0	1
6202	[Shield _ growth +] thunder +2	??_??????2	1.36	1	1	1.36	2.2	1	1	1	1	1	1	1	1	1	1.24	1	1	1	1	1	0	0	0	0	0	0	2
6203	[Shield _ growth +] thunder +3	??_??????3	1.44	1	1	1.44	2.3	1	1	1	1	1	1	1	1	1	1.26	1	1	1	1	1	0	0	0	0	0	0	3
6204	[Shield _ growth +] thunder +4	??_??????4	1.52	1	1	1.52	2.4	1	1	1	1	1	1	1	1	1	1.28	1	1	1	1	1	0	0	0	0	0	0	4
6205	[Shield _ growth +] thunder +5	??_??????5	1.6	1	1	1.6	2.5	1	1	1	1	1	1	1	1	1	1.3	1	1	1	1	1	0	0	0	0	0	0	5
6400	[Shield _ growth +] magic A	??_??????A	1.25	1.25	1	1	1.5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0
6401	[Shield _ growth +] magic A + 1	??_??????A?1	1.31	1.31	1	1	1.6	1	1	1	1	1	1	1	1.03	1	1	1	1	1	1	1	0	0	0	0	0	0	1
6402	[Shield _ growth +] magic A + 2	??_??????A?2	1.37	1.37	1	1	1.7	1	1	1	1	1	1	1	1.06	1	1	1	1	1	1	1	0	0	0	0	0	0	2
6403	[Shield _ growth +] magic A + 3	??_??????A?3	1.43	1.43	1	1	1.8	1	1	1	1	1	1	1	1.09	1	1	1	1	1	1	1	0	0	0	0	0	0	3
6404	[Shield _ growth +] magic A + 4	??_??????A?4	1.49	1.49	1	1	1.9	1	1	1	1	1	1	1	1.12	1	1	1	1	1	1	1	0	0	0	0	0	0	4
6405	[Shield _ growth +] magic A + 5	??_??????A?5	1.55	1.55	1	1	2	1	1	1	1	1	1	1	1.15	1	1	1	1	1	1	1	0	0	0	0	0	0	5
6406	[Shield _ growth +] magic A + 6	??_??????A?6	1.62	1.62	1	1	2.1	1	1	1	1	1	1	1	1.18	1	1	1	1	1	1	1	0	0	0	0	0	0	6
6407	[Shield _ growth +] magic A + 7	??_??????A?7	1.69	1.69	1	1	2.2	1	1	1	1	1	1	1	1.21	1	1	1	1	1	1	1	0	0	0	0	0	0	7
6408	[Shield _ growth +] magic A + 8	??_??????A?8	1.76	1.76	1	1	2.3	1	1	1	1	1	1	1	1.24	1	1	1	1	1	1	1	0	0	0	0	0	0	8
6409	[Shield _ growth +] magic A + 9	??_??????A?9	1.83	1.83	1	1	2.4	1	1	1	1	1	1	1	1.27	1	1	1	1	1	1	1	0	0	0	0	0	0	9
6410	[Shield _ growth +] magic A + 10	??_??????A?10	2	2	1	1	2.5	1	1	1	1	1	1	1	1.3	1	1	1	1	1	1	1	0	0	0	0	0	0	10
6600	[Shield _ growth +] sacred	??_??????	1.25	1.25	1	1	1.5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0
6601	[Shield _ growth +] sacred +1	??_???????1	1.31	1.31	1	1	1.6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1
6602	[Shield _ growth +] sacred +2	??_???????2	1.37	1.37	1	1	1.7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	2
6603	[Shield _ growth +] sacred +3	??_???????3	1.43	1.43	1	1	1.8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	3
6604	[Shield _ growth +] sacred +4	??_???????4	1.49	1.49	1	1	1.9	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	4
6605	[Shield _ growth +] sacred +5	??_???????5	1.55	1.55	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	5
6606	[Shield _ growth +] sacred +6	??_???????6	1.62	1.62	1	1	2.1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	6
6607	[Shield _ growth +] sacred +7	??_???????7	1.69	1.69	1	1	2.2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	7
6608	[Shield _ growth +] sacred +8	??_???????8	1.76	1.76	1	1	2.3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	8
6609	[Shield _ growth +] sacred +9	??_???????9	1.83	1.83	1	1	2.4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	9
