OldSortId,FixPrice,EquipModelId,WanderingEquipId,DurabilityMax,EnglishDescription,EnglishName,Durability,EnglishType,BasicPrice,Weight,VagrantItemEneDropItemLotId,Id,Name,TranslatedName,VagrantBonusEneDropItemLotId,SellValue,SortId,VagrantItemLotId,EquipModelCategory,EquipModelGender,BehaviorVariationId,WeaponCategory,SpAtkcategory,MotionCategory,GuardmotionCategory,WepmotionOneHandId,WepmotionBothHandId,IsDurabilityDivergence,RightHandEquipable,LeftHandEquipable,BothHandEquipable,ArrowSlotEquipable,BoltSlotEquipable,EnableGuard,EnableParry,EnableMagic,EnableSorcery,EnableMiracle,EnableVowMagic,LanternWep,IsVersusGhostWep,SpAttribute,IsDragonSlayer,IsDarkHand,DisableMultiDropShare,SimpleModelForDlc,AtkMaterial,DefMaterial,DefSfxMaterial,IconId,IsNormalAttackType,IsBlowAttackType,IsSlashAttackType,IsThrustAttackType,WeaponWeightRate,IsEnhance,ProperStrength,ProperAgility,ProperMagic,ProperFaith,OverStrength,AttackThrowEscape,ParryDamageLife,AttackBaseParry,DefenseBaseParry,GuardBaseRepel,AttackBaseRepel,IsDeposit,SlashGuardCutRate,BlowGuardCutRate,ThrustGuardCutRate,IsLuckCorrect,GuardCutCancelRate,GuardAngle,GuardLevel,AttackBasePhysics,AttackBaseMagic,AttackBaseFire,AttackBaseThunder,AttackBaseStamina,SaWeaponDamage,SaDurability,CorrectStrength,CorrectAgility,CorrectMagic,CorrectFaith,PhysGuardCutRate,MagGuardCutRate,FireGuardCutRate,ThunGuardCutRate,PoisonGuardResist,DiseaseGuardResist,BloodGuardResist,CurseGuardResist,StaminaGuardDef,SpEffectBehaviorId0,SpEffectBehaviorId1,SpEffectBehaviorId2,ResidentSpEffectId,ResidentSpEffectId1,ResidentSpEffectId2,ReinforceTypeId,CorrectType,MaterialSetId,BaseChangeCategory,OriginEquipWep2,OriginEquipWep1,OriginEquipWep6,OriginEquipWep7,OriginEquipWep,OriginEquipWep3,OriginEquipWep5,OriginEquipWep13,OriginEquipWep14,OriginEquipWep4,OriginEquipWep15,OriginEquipWep11,OriginEquipWep10,OriginEquipWep9,OriginEquipWep8,OriginEquipWep12,TrophySGradeId,TrophySeqId,AntiDemonDamageRate,AntSaintDamageRate,AntWeakA_DamageRate,AntWeakB_DamageRate,ThrowAtkRate,BowDistRate,IsCustom,DisableBaseChangeReset,DisableRepair,
340,320,211,398000,160,Weapon type: Greatsword\nAttack type: Slash\n\nThis greatsword with an undulating blade is\nthe choice weapon of the slithering serpent\nmen of Sen's Fortress.\n\nThis weapon is designed to flay the skin and\ncauses heavy bleeding.,Chaos Flamberge,160,Greatsword,400,6,101020,303900,混沌の炎のフランベルジェ,,101010,50,340,101000,7,0,2502,Sword,75,Claymore,2,2,12,0,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,0,50,50,21,FALSE,FALSE,TRUE,FALSE,0,FALSE,16,14,0,0,99,1,10,0,0,10,40,TRUE,0,0,0,TRUE,0,0,3,87,0,101,0,35,35,0,0,0,0,0,60,10,40,40,40,40,40,46,38,6402,-1,-1,-1,-1,-1,900,0,900,40,303805,303805,-1,-1,303805,303805,303805,-1,-1,303805,-1,-1,-1,-1,-1,-1,-1,25,1,1,1,1,0,-1,TRUE,FALSE,FALSE,
1040,300,509,798000,150,"Weapon type: Axe\nAttack type: Regular\n\nSliced tail of the gargoyle guarding the\nBell of Awakening in the Undead Church.\n\nCan be used as a bronze battle axe.\nBends dramatically during large attacks,\nowing to its nature as a tail.",Chaos Gargoyle Tail Axe,150,Axe,200,5,101020,705900,混沌の炎のガーゴイルの尾斧,,101010,50,1040,101000,7,0,3004,Axe,125,Axe,2,0,10,0,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,0,50,50,166,TRUE,FALSE,FALSE,FALSE,0,FALSE,14,14,0,0,99,1,10,0,0,10,40,TRUE,0,0,0,TRUE,0,0,3,81,0,93,0,35,35,0,0,0,0,0,55,10,40,40,40,40,40,42,36,-1,-1,-1,6840,-1,-1,900,0,900,40,705805,705805,-1,-1,705805,705805,705805,-1,-1,705805,-1,-1,-1,-1,-1,-1,-1,25,1,1,1,1,0,-1,TRUE,FALSE,FALSE,
1540,400,811,1199000,200,Weapon type: Halberd\nAttack type: Regular\n\nHalberd of the gargoyle guarding the\nBell of Awakening in the Undead Church.\n\nPerfectly standard bronze halberd\nwithout any special power.,Chaos Gargoyle's Halberd,200,Halberd,200,6,101020,1103900,混沌の炎のガーゴイルの斧槍,,101010,50,1540,101000,7,0,3800,Halberd,0,38,2,3,13,0,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,0,50,50,171,TRUE,FALSE,FALSE,FALSE,0,FALSE,16,12,0,0,99,1,10,0,0,10,40,TRUE,0,0,0,TRUE,0,0,2,100,0,116,0,25,20,0,0,0,0,0,40,10,30,30,40,40,40,30,26,-1,-1,-1,6880,-1,-1,900,0,900,40,1103805,1103805,-1,-1,1103805,1103805,1103805,-1,-1,1103805,-1,-1,-1,-1,-1,-1,-1,25,1,1,1,1,0,-1,TRUE,FALSE,FALSE,
1320,500,607,899000,250,"Weapon type: Great Hammer\nAttack type: Strike\n\nGiant tree branch serves as a wooden club.\nSmashes enemies from upside the head.\n\nThe leaping attack is a trademark of clubs,\nand this giant club is no exception.",Chaos Great Club,250,Great Hammer,800,12,101020,850900,混沌の炎のグレートクラブ,,101010,50,1320,101000,7,0,3501,Club,69,GreatClub,2,2,12,0,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,2,52,52,68,FALSE,TRUE,FALSE,FALSE,0,FALSE,28,0,0,0,99,1,10,0,0,10,60,TRUE,0,0,0,TRUE,0,0,3,118,0,136,0,40,50,0,0,0,0,0,50,10,35,35,50,50,50,38,32,-1,-1,-1,-1,-1,-1,900,0,900,40,850805,850805,-1,-1,850805,850805,850805,-1,-1,850805,-1,-1,-1,-1,-1,-1,-1,25,1,1,1,1,0,-1,TRUE,FALSE,FALSE,
1610,260,801,1199000,130,Weapon type: Halberd\nAttack type: Slash\n\nWeapon with a long curved blade. Converted\nfrom a wheat-harvesting tool.\n\nThe magnificent sharp curved blade\ninstills fear in opponents. Perhaps it is\ntheir survival instinct at work.,Chaos Great Scythe,130,Halberd,200,5,101020,1150900,混沌の炎の鎌,,101010,50,1610,101000,7,0,5000,Halberd,50,38,2,0,13,0,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,0,50,50,91,FALSE,FALSE,TRUE,FALSE,0,FALSE,14,14,0,0,99,1,10,0,0,10,40,TRUE,0,0,0,TRUE,0,0,2,87,0,101,0,25,20,0,0,0,0,0,40,10,30,30,36,36,36,28,22,6402,-1,-1,-1,-1,-1,900,0,900,40,1150805,1150805,-1,-1,1150805,1150805,1150805,-1,-1,1150805,-1,-1,-1,-1,-1,-1,-1,25,1,1,1,1,0,-1,TRUE,FALSE,FALSE,
1110,460,504,799000,230,"Weapon type: Greataxe\nAttack type: Regular\n\nThis greataxe is a veritable mass of iron.\nIts weight sends foes flying, but makes it\ndifficult to handle without inhuman strength.\n\nAny miss makes one very vulnerable, as each\nswing requires the full force of the body.",Chaos Greataxe,230,Greataxe,800,14,101020,750900,混沌の炎のグレートアクス,,101010,50,1110,101000,7,0,3200,Axe,0,GreatAxe,2,2,12,0,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,0,50,50,56,TRUE,FALSE,FALSE,FALSE,0,FALSE,32,8,0,0,99,1,10,0,0,10,60,TRUE,0,0,0,TRUE,0,0,3,122,0,140,0,40,50,0,0,0,0,0,55,10,40,40,50,50,50,46,38,-1,-1,-1,-1,-1,-1,900,0,900,40,750805,750805,-1,-1,750805,750805,750805,-1,-1,750805,-1,-1,-1,-1,-1,-1,-1,25,1,1,1,1,0,-1,TRUE,FALSE,FALSE,
510,400,251,399000,200,"Weapon type: Ultra Greatsword\nAttack type: Regular/Thrust\n\nOne of the gigantic straight greatswords.\n\nVery few have what it takes to wield this\nincredibly heavy, damage-dealing monster.\nA favorite of the Knights Berenike, known for\ntheir heavy armor, and Black Iron Tarkus.",Chaos Greatsword,200,Ultra Greatsword,800,12,101020,351900,混沌の炎のグレートソード,,101010,50,510,101000,7,0,2602,Sword,95,Zweihander,2,2,12,0,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,0,50,50,29,TRUE,FALSE,FALSE,TRUE,0,FALSE,28,10,0,0,99,1,10,0,0,10,60,TRUE,0,0,0,TRUE,0,0,3,113,0,131,0,40,50,0,0,0,0,0,70,10,50,50,55,55,55,54,44,-1,-1,-1,-1,-1,-1,900,0,900,40,351805,351805,-1,-1,351805,351805,351805,-1,-1,351805,-1,-1,-1,-1,-1,-1,-1,25,1,1,1,1,0,-1,TRUE,FALSE,FALSE,
1510,400,804,1199000,200,"Weapon type: Halberd\nAttack type: Regular/Thrust\n\nLong-hilted weapon mixing spear and axe is\ndifficult to handle, requiring both strength\nand dexterity. The Halberd has two elementary\nattacks: spear-like thrusting and large\nsweeping swings. However, one false swing\nand the wielder is left wide open.",Chaos Halberd,200,Halberd,200,6,101020,1100900,混沌の炎のハルバード,,101010,50,1510,101000,7,0,3800,Halberd,108,38,2,3,13,0,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,0,50,50,86,TRUE,FALSE,FALSE,TRUE,0,FALSE,16,12,0,0,99,1,10,0,0,10,40,TRUE,0,0,0,TRUE,0,0,2,96,0,110,0,25,20,0,0,0,0,0,40,10,30,30,40,40,40,30,26,-1,-1,-1,-1,-1,-1,900,0,900,40,1100805,1100805,-1,-1,1100805,1100805,1100805,-1,-1,1100805,-1,-1,-1,-1,-1,-1,-1,25,1,1,1,1,0,-1,TRUE,FALSE,FALSE,
1010,500,502,798000,250,"Weapon type: Axe\nAttack type: Regular\n\nSmall hand axe. Appears identical to a\nlumberjack's tool, but has an ideal weight\nand strength, and is easy to handle.\nOne wrong swing leaves the wielder wide\nopen, so timing and proximity to the enemy\nmust be judged carefully.",Chaos Hand Axe,250,Axe,200,2,101020,700900,混沌の炎のハンドアクス,,101010,50,1010,101000,7,0,3001,Axe,102,Axe,2,0,10,0,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,0,50,50,51,TRUE,FALSE,FALSE,FALSE,0,FALSE,8,8,0,0,99,1,10,0,0,10,20,TRUE,0,0,0,TRUE,0,0,2,70,0,80,0,30,20,0,0,0,0,0,55,10,40,40,40,40,40,42,36,-1,-1,-1,-1,-1,-1,900,0,900,40,700805,700805,-1,-1,700805,700805,700805,-1,-1,700805,-1,-1,-1,-1,-1,-1,-1,25,1,1,1,1,0,-1,TRUE,FALSE,FALSE,
820,160,452,599000,80,"Weapon type: Katana\nAttack type: Slash\n\nKatana forged in an Eastern land.\nThe Katana is drawn from the scabbard at\nlightning speed, using an Iaijutsu technique.\n\nIaijutsu allows the wielder to charge\nforward to swiftly cut down distant foes.",Chaos Iaito,80,Katana,200,5,101020,502900,混沌の炎の居合い刀,,101010,50,820,101000,7,0,2901,Scimitar,89,Uchigatana,2,0,10,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,0,50,50,44,FALSE,FALSE,TRUE,FALSE,0,FALSE,14,20,0,0,99,1,10,0,0,10,40,TRUE,0,0,0,TRUE,0,0,2,77,0,89,0,15,20,0,0,0,0,0,45,10,30,30,40,40,40,34,30,6401,-1,-1,-1,-1,-1,900,0,900,40,502805,502805,-1,-1,502805,502805,502805,-1,-1,502805,-1,-1,-1,-1,-1,-1,-1,25,1,1,1,1,0,-1,TRUE,FALSE,FALSE,
30,400,101,199000,200,"Weapon type: Dagger\nAttack type: Slash\n\nThis wide single-edged shortsword is\nthe favorite of lowly thieves and bandits.\n\nPrimarily a slicing weapon, but highly\neffective when used for critical hits,\nsuch as after parrying or from behind.",Chaos Knife,200,Dagger,100,1,101020,103900,混沌の炎の短刀,,101010,50,30,101000,7,0,2001,Dagger,72,Dagger,2,0,10,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,0,50,50,4,FALSE,FALSE,TRUE,FALSE,1,FALSE,6,12,0,0,99,1,10,0,0,10,20,TRUE,0,0,0,TRUE,0,0,1,49,0,57,0,10,5,0,0,0,0,0,45,10,30,30,40,40,40,30,26,6400,-1,-1,-1,-1,-1,900,0,900,40,103805,103805,-1,-1,103805,103805,103805,-1,-1,103805,-1,-1,-1,-1,-1,-1,-1,25,1,1,1,1,47,-1,TRUE,FALSE,FALSE,
1310,500,659,899000,250,"Weapon type: Great Hammer\nAttack type: Strike\n\nLarge wooden club.\n\nThe giant Undead of Blighttown wield these\nclubs, which became poisonous from the\ninfluence of their surroundings.",Chaos Large Club,250,Great Hammer,800,11,101020,855900,混沌の炎の蛮兵クラブ,,101010,50,1310,101000,7,0,3502,Club,124,GreatClub,2,2,12,0,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,2,52,52,170,FALSE,TRUE,FALSE,FALSE,0,FALSE,26,0,0,0,99,1,10,0,0,10,60,TRUE,0,0,0,TRUE,0,0,3,105,0,121,0,40,50,0,0,0,0,0,55,10,40,40,50,50,50,38,32,6500,-1,-1,-1,-1,-1,900,0,900,40,855805,855805,-1,-1,855805,855805,855805,-1,-1,855805,-1,-1,-1,-1,-1,-1,-1,25,1,1,1,1,0,-1,TRUE,FALSE,FALSE,
1830,200,1301,1298000,100,Weapon type: Bow\nAttack type: none\n\nLarge bow. Projectile weapon for experienced\nhunters. Equip arrows to use.\n\nHold bow and press <?platmsg@10002?> to aim.\nAim for heads of humanoid foes.\nPress <?platmsg@10003?>/<?platmsg@10004?> to change type of arrows.,Chaos Longbow,100,Bow,200,1,101020,1201900,混沌の炎のロングボウ,,101010,50,1830,101000,7,0,4400,Bow,0,44,2,0,14,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,0,50,50,94,FALSE,FALSE,FALSE,FALSE,0,FALSE,13,14,0,0,99,1,10,0,0,10,1,TRUE,0,0,0,TRUE,0,0,1,32,0,36,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,9900,0,900,40,1201805,1201805,-1,-1,1201805,1201805,1201805,-1,-1,1201805,-1,-1,-1,-1,-1,-1,-1,25,1,1,1,1,0,0,TRUE,FALSE,FALSE,
120,400,201,299000,200,"Weapon type: Straight Sword\nAttack type: Regular/Thrust\n\nWidely-used standard straight sword, only\nmatched in ubiquity by the shortsword.\n\nAn accessible sword which inflicts consistent\nregular damage and high slash damage, making\nit applicable to a variety of situations.",Chaos Longsword,200,Straight Sword,200,3,101020,201900,混沌の炎のロングソード,,101010,50,120,101000,7,0,2300,Sword,0,Sword,2,0,10,0,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,0,50,50,7,TRUE,FALSE,FALSE,TRUE,0,FALSE,10,10,0,0,99,1,10,0,0,10,20,TRUE,0,0,0,TRUE,0,0,2,70,0,80,0,25,20,0,0,0,0,0,50,10,35,35,40,40,40,38,32,-1,-1,-1,-1,-1,-1,900,0,900,40,201805,201805,-1,-1,201805,201805,201805,-1,-1,201805,-1,-1,-1,-1,-1,-1,-1,25,1,1,1,1,0,-1,TRUE,FALSE,FALSE,
1520,400,802,1199000,200,"Weapon type: Halberd\nAttack type: Thrust\n\nHalberd with a large, hard beak-like\nprotrusion. Inflicts thrust damage.\nInstead of thrusting like a spear, the\nwielder of the Lucerne aims to club\nthe head with its hard beak.",Chaos Lucerne ,200,Halberd,200,5.5,101020,1106900,混沌の炎のルッツエルン,,101010,50,1520,101000,7,0,3802,Halberd,109,38,2,3,13,0,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,0,50,50,151,FALSE,FALSE,FALSE,TRUE,0,FALSE,15,12,0,0,99,1,10,0,0,10,40,TRUE,0,0,0,TRUE,0,0,2,96,0,110,0,25,20,0,0,0,0,0,40,10,30,30,40,40,40,30,26,-1,-1,-1,-1,-1,-1,900,0,900,40,1106805,1106805,-1,-1,1106805,1106805,1106805,-1,-1,1106805,-1,-1,-1,-1,-1,-1,-1,25,1,1,1,1,0,-1,TRUE,FALSE,FALSE,
1230,500,606,898000,250,"Weapon type: Hammer\nAttack type: Strike\n\nIron hammer with a protrusive pommel.\nStandard weapon for clerics.\nThis simple bladeless strike weapon is\neffective against most foes, and can\nbreak the guard of a shield. However,\none miss leaves one wide open.",Chaos Mace,250,Hammer,200,4,101020,801900,混沌の炎のメイス,,101010,50,1230,101000,7,0,3300,Club,59,Club,2,0,10,0,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,0,50,50,60,FALSE,TRUE,FALSE,FALSE,0,FALSE,12,0,0,0,99,1,10,0,0,10,40,TRUE,0,0,0,TRUE,0,0,2,79,0,91,0,30,35,0,0,0,0,0,45,10,30,30,40,40,40,34,30,-1,-1,-1,-1,-1,-1,900,0,900,40,801805,801805,-1,-1,801805,801805,801805,-1,-1,801805,-1,-1,-1,-1,-1,-1,-1,25,1,1,1,1,0,-1,TRUE,FALSE,FALSE,
910,400,106,699000,200,"Weapon type: Thrusting Sword\nAttack type: Thrust\n\nStandard small thrusting sword.\nUnsharpened but pointed solid\nshaft can pierce tough armor.\n\nCan be thrust using the weight of one's body,\nand is very effective for critical attacks.",Chaos Mail Breaker,200,Thrusting Sword,100,0.5,101020,600900,混沌の炎のメイル・ブレイカー,,101010,50,910,101000,7,0,2701,Rapier,119,Rapier,2,0,10,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,0,50,50,46,FALSE,FALSE,FALSE,TRUE,0,FALSE,5,12,0,0,99,1,10,0,0,10,15,TRUE,0,0,0,TRUE,0,0,1,49,0,57,0,10,5,0,0,0,0,0,45,10,30,30,36,36,36,28,22,-1,-1,-1,-1,-1,-1,900,0,900,40,600805,600805,-1,-1,600805,600805,600805,-1,-1,600805,-1,-1,-1,-1,-1,-1,-1,25,1,1,1,1,20,-1,TRUE,FALSE,FALSE,
330,600,210,398000,300,Weapon type: Greatsword\nAttack type: Regular\n\nThis single-bladed blood-stained greatsword\nis the choice weapon of the slithering \nserpent men of Sen's Fortress.\n\nAn ordinary human will have great difficulty\nswinging this heavy beast effectively.,Chaos Man-srp. Greatsword,300,Greatsword,400,10,101020,302900,混沌の炎の蛇人の大剣,,101010,50,330,101000,7,0,2500,Sword,0,Claymore,2,2,12,0,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,0,50,50,20,TRUE,FALSE,FALSE,FALSE,1,FALSE,24,0,0,0,99,1,10,0,0,10,40,TRUE,0,0,0,TRUE,0,0,3,96,0,110,0,35,35,0,0,0,0,0,60,10,40,40,40,40,40,46,38,-1,-1,-1,-1,-1,-1,900,0,900,40,302805,302805,-1,-1,302805,302805,302805,-1,-1,302805,-1,-1,-1,-1,-1,-1,-1,25,1,1,1,1,0,-1,TRUE,FALSE,FALSE,
1240,360,603,898000,180,Weapon type: Hammer\nAttack type: Strike\n\nHammer with sharp spikes on its pommel.\nOne of the more barbaric cleric weapons.\n\nThe effect of these spikes makes this\nstrike-based weapon also cause bleeding.,Chaos Morning Star,180,Hammer,200,4,101020,802900,混沌の炎のモーニングスター,,101010,50,1240,101000,7,0,3300,Club,59,Club,2,0,10,0,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,0,50,50,61,FALSE,TRUE,FALSE,FALSE,0,FALSE,11,0,0,0,99,1,10,0,0,10,40,TRUE,0,0,0,TRUE,0,0,2,73,0,83,0,30,35,0,0,0,0,0,45,10,30,30,40,40,40,34,30,6401,-1,-1,-1,-1,-1,900,0,900,40,802805,802805,-1,-1,802805,802805,802805,-1,-1,802805,-1,-1,-1,-1,-1,-1,-1,25,1,1,1,1,0,-1,TRUE,FALSE,FALSE,
710,360,284,499000,180,"Weapon type: Curved Greatsword\nAttack type: Slash\n\nGiant curved sword forged using special\nmethods in an Eastern land.\nThis unparalleled weapon cuts like a Katana\nbut is heavier than a Nata machete.\nRequires extreme strength, dexterity,\nand stamina to wield.",Chaos Murakumo,180,Curved Greatsword,400,12,101020,451900,混沌の炎の大曲刀,,101010,50,710,101000,7,0,5100,Scimitar,51,Claymore,2,2,12,0,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,0,50,50,39,FALSE,FALSE,TRUE,FALSE,0,FALSE,28,13,0,0,99,1,10,0,0,10,40,TRUE,0,0,0,TRUE,0,0,3,99,0,113,0,30,35,0,0,0,0,0,60,10,40,40,50,50,50,42,36,-1,-1,-1,-1,-1,-1,900,0,900,40,451805,451805,-1,-1,451805,451805,451805,-1,-1,451805,-1,-1,-1,-1,-1,-1,-1,25,1,1,1,1,0,-1,TRUE,FALSE,FALSE,
1720,400,1201,1699000,200,"Weapon type: Whip\nAttack type: Regular\n\nWhip with sharp spikes.\n\nOnly slightly effective against armor and\ntough scales, but quite formidable against\nenemies with exposed skin.\nAlso causes heavy bleeding.",Chaos Notched Whip,200,Whip,200,2,101020,1601900,混沌の炎のスパイクウィップ,,101010,50,1720,101000,7,0,4300,Sword,0,43,2,0,10,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,0,50,50,140,TRUE,FALSE,FALSE,FALSE,0,FALSE,8,16,0,0,99,1,10,0,0,10,90,TRUE,0,0,0,TRUE,0,0,1,66,0,76,0,20,20,0,0,0,0,0,30,10,20,20,26,26,26,20,16,6401,-1,-1,-1,-1,-1,900,0,900,40,1601805,1601805,-1,-1,1601805,1601805,1601805,-1,-1,1601805,-1,-1,-1,-1,-1,-1,-1,25,1,1,1,1,0,-1,TRUE,FALSE,FALSE,
20,400,107,199000,200,"Weapon type: Dagger\nAttack type: Slash/Thrust\n\nThis dagger is useful after parrying and is\nnormally equipped in the left hand.\n\nA favorite of the knights of Carim, who are\nfamous for fighting without a shield.",Chaos Parrying Dagger,200,Dagger,100,0.5,101020,101900,混沌の炎のパリングダガー,,101010,50,20,101000,7,0,2000,Dagger,71,Dagger,2,0,10,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,0,50,50,2,FALSE,FALSE,TRUE,TRUE,0,FALSE,5,14,0,0,99,1,10,0,0,10,20,TRUE,0,0,0,TRUE,0,0,1,47,0,55,0,10,5,0,0,0,0,0,45,10,30,30,40,40,40,30,26,-1,-1,-1,-1,-1,-1,900,0,900,40,101805,101805,-1,-1,101805,101805,101805,-1,-1,101805,-1,-1,-1,-1,-1,-1,-1,25,1,1,1,1,31,-1,TRUE,FALSE,FALSE,
1430,320,703,1099000,160,"Weapon type: Spear\nAttack type: Regular/Thrust\n\nSpear with blade attached to broad point.\nBoasts long reach, and can slice.\n\nThe wide range of this spear makes it\nadaptable to many situations. Its strength\nlies in its length, but in cramped quarters,\nthis backfires, and slices ricochet off walls.",Chaos Partizan,160,Spear,200,4.5,101020,1002900,混沌の炎のパルチザン,,101010,50,1430,101000,7,0,3604,Spear,63,Spear,2,3,13,0,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,0,50,50,79,TRUE,FALSE,FALSE,TRUE,0,FALSE,13,12,0,0,99,1,10,0,0,10,40,TRUE,0,0,0,TRUE,0,0,2,70,0,80,0,15,20,0,0,0,0,0,40,10,30,30,40,40,40,30,26,-1,-1,-1,-1,-1,-1,900,0,900,40,1002805,1002805,-1,-1,1002805,1002805,1002805,-1,-1,1002805,-1,-1,-1,-1,-1,-1,-1,25,1,1,1,1,0,-1,TRUE,FALSE,FALSE,
