"OldSortId","FixPrice","EquipModelId","WanderingEquipId","DurabilityMax","EnglishDescription","EnglishName","Durability","EnglishType","BasicPrice","Weight","VagrantItemEneDropItemLotId","Id","Name","TranslatedName","VagrantBonusEneDropItemLotId","SellValue","SortId","VagrantItemLotId","EquipModelCategory","EquipModelGender","BehaviorVariationId","WeaponCategory","SpAtkcategory","MotionCategory","GuardmotionCategory","WepmotionOneHandId","WepmotionBothHandId","IsDurabilityDivergence","RightHandEquipable","LeftHandEquipable","BothHandEquipable","ArrowSlotEquipable","BoltSlotEquipable","EnableGuard","EnableParry","EnableMagic","EnableSorcery","EnableMiracle","EnableVowMagic","LanternWep","IsVersusGhostWep","SpAttribute","IsDragonSlayer","IsDarkHand","DisableMultiDropShare","SimpleModelForDlc","AtkMaterial","DefMaterial","DefSfxMaterial","IconId","IsNormalAttackType","IsBlowAttackType","IsSlashAttackType","IsThrustAttackType","WeaponWeightRate","IsEnhance","ProperStrength","ProperAgility","ProperMagic","ProperFaith","OverStrength","AttackThrowEscape","ParryDamageLife","AttackBaseParry","DefenseBaseParry","GuardBaseRepel","AttackBaseRepel","IsDeposit","SlashGuardCutRate","BlowGuardCutRate","ThrustGuardCutRate","IsLuckCorrect","GuardCutCancelRate","GuardAngle","GuardLevel","AttackBasePhysics","AttackBaseMagic","AttackBaseFire","AttackBaseThunder","AttackBaseStamina","SaWeaponDamage","SaDurability","CorrectStrength","CorrectAgility","CorrectMagic","CorrectFaith","PhysGuardCutRate","MagGuardCutRate","FireGuardCutRate","ThunGuardCutRate","PoisonGuardResist","DiseaseGuardResist","BloodGuardResist","CurseGuardResist","StaminaGuardDef","SpEffectBehaviorId0","SpEffectBehaviorId1","SpEffectBehaviorId2","ResidentSpEffectId","ResidentSpEffectId1","ResidentSpEffectId2","ReinforceTypeId","CorrectType","MaterialSetId","BaseChangeCategory","OriginEquipWep2","OriginEquipWep1","OriginEquipWep6","OriginEquipWep7","OriginEquipWep","OriginEquipWep3","OriginEquipWep5","OriginEquipWep13","OriginEquipWep14","OriginEquipWep4","OriginEquipWep15","OriginEquipWep11","OriginEquipWep10","OriginEquipWep9","OriginEquipWep8","OriginEquipWep12","TrophySGradeId","TrophySeqId","AntiDemonDamageRate","AntSaintDamageRate","AntWeakA_DamageRate","AntWeakB_DamageRate","ThrowAtkRate","BowDistRate","IsCustom","DisableBaseChangeReset","DisableRepair"
"531","600","221","399000","300","Weapon type: Ultra Greatsword\nAttack type: Regular/Thrust\n\nGreatsword of the black knights who wander\nLordran. Used to face chaos demons.\n\nThe large motion that puts the weight of the\nbody into the attack reflects the great size\nof their adversaries long ago.","Black Knight Greatsword","300","Ultra Greatsword","2000","14","101320","355000","黒騎士の特大剣","","101310","100","531","101300","7","0","2604","Sword","128","Zweihander","2","2","12","0","True","True","True","False","False","True","False","False","False","False","False","False","False","1","False","False","False","False","0","50","50","145","True","False","False","True","1","False","32","18","0","0","99","1","10","0","0","10","60","True","0","0","0","False","0","0","3","220","0","0","0","45","50","0","90","5","0","0","70","10","50","50","55","55","55","54","44","-1","-1","-1","-1","-1","-1","1200","0","1200","45","355000","355000","-1","-1","355000","355000","355000","-1","-1","355000","-1","-1","-1","-1","-1","-1","221","-1","1.2","1","1","1","0","-1","True","False","False"
"551","0","2003","398000","0","","","0","Ultra Greatsword","0","0","-1","398000","徘徊大剣","","-1","0","551","-1","7","0","2500","Sword","0","Claymore","2","2","12","0","True","True","True","False","False","False","False","False","False","False","False","False","False","1","False","False","False","False","0","50","50","0","False","False","False","False","0","False","0","0","0","0","99","0","10","0","0","10","40","True","0","0","0","False","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","-1","0","0","-1","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","1","1","1","1","0","-1","False","False","False"
"552","0","2004","399000","0","","","0","","0","0","-1","399000","徘徊特大剣","","-1","0","552","-1","7","0","2600","Sword","0","Zweihander","2","2","12","0","True","True","True","False","False","False","False","False","False","False","False","False","False","1","False","False","False","False","0","50","50","0","False","False","False","False","0","False","0","0","0","0","99","0","10","0","0","10","60","True","0","0","0","False","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","-1","0","0","-1","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","1","1","1","1","0","-1","False","False","False"
"601","320","400","498000","160","Weapon type: Curved Sword\nAttack type: Slash\n\nSmall curved sword. Each hit inflicts little\ndamage, but fluid chain attacks are deadly.\n\nThe scimitar's sharp slashing attacks are\neffective against cloth and flesh, but not\nagainst metal armor or tough scales.","Scimitar","160","Curved Sword","200","1.5","100720","400000","シミター","","100710","50","601","100700","7","0","2800","Scimitar","0","Scimitar","2","0","10","0","True","True","True","False","False","False","True","False","False","False","False","False","False","1","False","False","False","False","0","50","50","33","False","False","True","False","0","True","7","13","0","0","99","1","10","0","0","10","20","True","0","0","0","False","0","0","2","80","0","0","0","10","20","0","13","85","0","0","45","10","30","30","40","40","40","34","30","-1","-1","-1","-1","-1","-1","0","0","0","0","400000","400000","400005","400005","400000","400000","400000","400010","400010","400000","400010","400010","400005","400005","400005","400010","-1","16","1","1","1","1","0","-1","True","False","False"
"602","320","400","498000","16","Weapon type: Curved Sword\nAttack type: Slash\n\nSmall curved sword. Each hit inflicts little\ndamage, but fluid chain attacks are deadly.\n\nThe scimitar's sharp slashing attacks are\neffective against cloth and flesh, but not\nagainst metal armor or tough scales.","Crystal Scimitar","16","Curved Sword","200","1.5","100720","400100","結晶のシミター","","100710","1","602","100700","7","0","2800","Scimitar","0","Scimitar","2","0","10","0","True","True","True","False","False","False","True","False","False","False","False","False","False","1","False","False","False","False","0","50","50","33","False","False","True","False","0","True","7","13","0","0","99","1","10","0","0","10","20","True","0","0","0","False","0","0","2","80","0","0","0","10","20","0","13","85","0","0","45","10","30","30","40","40","40","34","30","-1","-1","-1","-1","-1","-1","100","0","100","5","400010","400010","-1","-1","400010","400010","400010","-1","-1","400010","-1","-1","-1","-1","-1","-1","-1","17","1","1","1","1","0","-1","True","True","True"
"603","320","400","498000","160","Weapon type: Curved Sword\nAttack type: Slash\n\nSmall curved sword. Each hit inflicts little\ndamage, but fluid chain attacks are deadly.\n\nThe scimitar's sharp slashing attacks are\neffective against cloth and flesh, but not\nagainst metal armor or tough scales.","Lightning Scimitar","160","Curved Sword","200","1.5","100720","400200","雷のシミター","","100710","500","603","100700","7","0","2800","Scimitar","0","Scimitar","2","0","10","0","True","True","True","False","False","False","True","False","False","False","False","False","False","6","False","False","False","False","0","50","50","33","False","False","True","False","0","False","7","13","0","0","99","1","10","0","0","10","20","True","0","0","0","False","0","0","2","80","0","0","80","10","20","0","0","0","0","0","45","10","30","30","40","40","40","34","30","-1","-1","-1","-1","-1","-1","200","0","200","10","400010","400010","-1","-1","400010","400010","400010","-1","-1","400010","-1","-1","-1","-1","-1","-1","-1","18","1","1","1","1","0","-1","True","False","False"
"604","320","400","498000","160","Weapon type: Curved Sword\nAttack type: Slash\n\nSmall curved sword. Each hit inflicts little\ndamage, but fluid chain attacks are deadly.\n\nThe scimitar's sharp slashing attacks are\neffective against cloth and flesh, but not\nagainst metal armor or tough scales.","Raw Scimitar","160","Curved Sword","200","1.5","-1","400300","粗製のシミター","","-1","50","604","-1","7","0","2800","Scimitar","0","Scimitar","2","0","10","0","True","True","True","False","False","False","True","False","False","False","False","False","False","1","False","False","False","False","0","50","50","33","False","False","True","False","0","True","7","13","0","0","99","1","10","0","0","10","20","True","0","0","0","False","0","0","2","92","0","0","0","10","20","0","10","64","0","0","45","10","30","30","40","40","40","34","30","-1","-1","-1","-1","-1","-1","300","0","300","15","400005","400005","-1","-1","400005","400005","400005","-1","-1","400005","-1","-1","-1","-1","-1","-1","-1","19","1","1","1","1","0","-1","True","False","False"
"605","320","400","498000","160","Weapon type: Curved Sword\nAttack type: Slash\n\nSmall curved sword. Each hit inflicts little\ndamage, but fluid chain attacks are deadly.\n\nThe scimitar's sharp slashing attacks are\neffective against cloth and flesh, but not\nagainst metal armor or tough scales.","Magic Scimitar","160","Curved Sword","200","1.5","100820","400400","魔法Ａのシミター","","100810","50","605","100800","7","0","2800","Scimitar","0","Scimitar","2","0","10","0","True","True","True","False","False","False","True","False","False","False","False","False","False","1","False","False","False","False","0","50","50","33","False","False","True","False","0","False","7","13","0","0","99","1","10","0","0","10","20","True","0","0","0","False","0","0","2","60","65","0","0","10","20","0","4","24","71","0","45","10","30","30","40","40","40","34","30","-1","-1","-1","-1","-1","-1","400","1","400","20","400005","400005","400405","400405","400005","400005","400005","-1","-1","400005","-1","-1","400405","400405","400405","-1","-1","20","1","1","1","1","0","-1","True","False","False"
"606","320","400","498000","160","Weapon type: Curved Sword\nAttack type: Slash\n\nSmall curved sword. Each hit inflicts little\ndamage, but fluid chain attacks are deadly.\n\nThe scimitar's sharp slashing attacks are\neffective against cloth and flesh, but not\nagainst metal armor or tough scales.","Enchanted Scimitar","160","Curved Sword","200","1.5","100820","400500","魔法Ｂのシミター","","100810","50","606","100800","7","0","2800","Scimitar","0","Scimitar","2","0","10","0","True","True","True","False","False","False","True","False","False","False","False","False","False","1","False","False","False","False","0","50","50","33","False","False","True","False","0","False","7","13","0","0","99","1","10","0","0","10","20","True","0","0","0","False","0","0","2","60","64","0","0","10","20","0","3","17","69","0","45","10","30","30","40","40","40","34","30","-1","-1","-1","-1","-1","-1","500","1","500","22","400405","400405","-1","-1","400405","400405","400405","-1","-1","400405","-1","-1","-1","-1","-1","-1","-1","21","1","1","1","1","0","-1","True","False","False"
"607","320","400","498000","160","Weapon type: Curved Sword\nAttack type: Slash\n\nSmall curved sword. Each hit inflicts little\ndamage, but fluid chain attacks are deadly.\n\nThe scimitar's sharp slashing attacks are\neffective against cloth and flesh, but not\nagainst metal armor or tough scales.","Divine Scimitar","160","Curved Sword","200","1.5","100920","400600","神聖のシミター","","100910","100","607","100900","7","0","2800","Scimitar","0","Scimitar","2","0","10","0","True","True","True","False","False","False","True","False","False","False","False","False","False","1","False","False","False","False","0","50","50","33","False","False","True","False","0","False","7","13","0","0","99","1","10","0","0","10","20","True","0","0","0","False","0","0","2","54","66","0","0","10","20","0","5","33","0","70","45","10","30","30","40","40","40","34","30","-1","-1","-1","-1","-1","-1","600","1","600","25","400005","400005","400605","400605","400005","400005","400005","-1","-1","400005","-1","-1","400605","400605","400605","-1","-1","22","1","1.1","1","1","0","-1","True","False","False"
"608","320","400","498000","160","Weapon type: Curved Sword\nAttack type: Slash\n\nSmall curved sword. Each hit inflicts little\ndamage, but fluid chain attacks are deadly.\n\nThe scimitar's sharp slashing attacks are\neffective against cloth and flesh, but not\nagainst metal armor or tough scales.","Occult Scimitar","160","Curved Sword","200","1.5","100920","400700","暗黒のシミター","","100910","100","608","100900","7","0","2800","Scimitar","0","Scimitar","2","0","10","0","True","True","True","False","False","False","True","False","False","False","False","False","False","1","False","False","False","False","0","50","50","33","False","False","True","False","0","False","7","13","0","0","99","1","10","0","0","10","20","True","0","0","0","False","0","0","2","55","60","0","0","10","20","0","5","31","0","82","45","10","30","30","40","40","40","34","30","-1","-1","-1","-1","-1","-1","700","1","700","30","400605","400605","-1","-1","400605","400605","400605","-1","-1","400605","-1","-1","-1","-1","-1","-1","-1","23","1","1","1.1","1","0","-1","True","False","False"
"609","320","400","498000","160","Weapon type: Curved Sword\nAttack type: Slash\n\nSmall curved sword. Each hit inflicts little\ndamage, but fluid chain attacks are deadly.\n\nThe scimitar's sharp slashing attacks are\neffective against cloth and flesh, but not\nagainst metal armor or tough scales.","Fire Scimitar","160","Curved Sword","200","1.5","101020","400800","炎のシミター","","101010","50","609","101000","7","0","2800","Scimitar","0","Scimitar","2","0","10","0","True","True","True","False","False","False","True","False","False","False","False","False","False","2","False","False","False","False","0","50","50","33","False","False","True","False","0","False","7","13","0","0","99","1","10","0","0","10","20","True","0","0","0","False","0","0","2","80","0","80","0","10","20","0","0","0","0","0","45","10","30","30","40","40","40","34","30","-1","-1","-1","-1","-1","-1","800","0","800","35","400005","400005","400805","400805","400005","400005","400005","-1","-1","400005","-1","-1","400805","400805","400805","-1","-1","24","1","1","1","1","0","-1","True","False","False"
"610","320","400","498000","160","Weapon type: Curved Sword\nAttack type: Slash\n\nSmall curved sword. Each hit inflicts little\ndamage, but fluid chain attacks are deadly.\n\nThe scimitar's sharp slashing attacks are\neffective against cloth and flesh, but not\nagainst metal armor or tough scales.","Chaos Scimitar","160","Curved Sword","200","1.5","101020","400900","混沌の炎のシミター","","101010","50","610","101000","7","0","2800","Scimitar","0","Scimitar","2","0","10","0","True","True","True","False","False","False","True","False","False","False","False","False","False","2","False","False","False","False","0","50","50","33","False","False","True","False","0","False","7","13","0","0","99","1","10","0","0","10","20","True","0","0","0","True","0","0","2","70","0","80","0","10","20","0","0","0","0","0","45","10","30","30","40","40","40","34","30","-1","-1","-1","-1","-1","-1","900","0","900","40","400805","400805","-1","-1","400805","400805","400805","-1","-1","400805","-1","-1","-1","-1","-1","-1","-1","25","1","1","1","1","0","-1","True","False","False"
"611","320","401","498000","160","Weapon type: Curved Sword\nAttack type: Slash\n\nSmall curved sword. Each hit inflicts little\ndamage, but fluid chain attacks are deadly.\n\nThe falchion's sharp slashing attacks are\neffective against cloth and flesh, but not\nagainst metal armor or tough scales.","Falchion","160","Curved Sword","200","2.5","100720","401000","ファルシオン","","100710","50","611","100700","7","0","2800","Scimitar","0","Scimitar","2","0","10","0","True","True","True","False","False","False","True","False","False","False","False","False","False","1","False","False","False","False","0","50","50","34","False","False","True","False","0","True","9","13","0","0","99","1","10","0","0","10","20","True","0","0","0","False","0","0","2","82","0","0","0","10","20","0","13","85","0","0","45","10","30","30","40","40","40","34","30","-1","-1","-1","-1","-1","-1","0","0","0","0","401000","401000","401005","401005","401000","401000","401000","401010","401010","401000","401010","401010","401005","401005","401005","401010","-1","16","1","1","1","1","0","-1","True","False","False"
"612","320","401","498000","16","Weapon type: Curved Sword\nAttack type: Slash\n\nSmall curved sword. Each hit inflicts little\ndamage, but fluid chain attacks are deadly.\n\nThe falchion's sharp slashing attacks are\neffective against cloth and flesh, but not\nagainst metal armor or tough scales.","Crystal Falchion","16","Curved Sword","200","2.5","100720","401100","結晶のファルシオン","","100710","1","612","100700","7","0","2800","Scimitar","0","Scimitar","2","0","10","0","True","True","True","False","False","False","True","False","False","False","False","False","False","1","False","False","False","False","0","50","50","34","False","False","True","False","0","True","9","13","0","0","99","1","10","0","0","10","20","True","0","0","0","False","0","0","2","82","0","0","0","10","20","0","13","85","0","0","45","10","30","30","40","40","40","34","30","-1","-1","-1","-1","-1","-1","100","0","100","5","401010","401010","-1","-1","401010","401010","401010","-1","-1","401010","-1","-1","-1","-1","-1","-1","-1","17","1","1","1","1","0","-1","True","True","True"
"613","320","401","498000","160","Weapon type: Curved Sword\nAttack type: Slash\n\nSmall curved sword. Each hit inflicts little\ndamage, but fluid chain attacks are deadly.\n\nThe falchion's sharp slashing attacks are\neffective against cloth and flesh, but not\nagainst metal armor or tough scales.","Lightning Falchion","160","Curved Sword","200","2.5","100720","401200","雷のファルシオン","","100710","500","613","100700","7","0","2800","Scimitar","0","Scimitar","2","0","10","0","True","True","True","False","False","False","True","False","False","False","False","False","False","6","False","False","False","False","0","50","50","34","False","False","True","False","0","False","9","13","0","0","99","1","10","0","0","10","20","True","0","0","0","False","0","0","2","82","0","0","82","10","20","0","0","0","0","0","45","10","30","30","40","40","40","34","30","-1","-1","-1","-1","-1","-1","200","0","200","10","401010","401010","-1","-1","401010","401010","401010","-1","-1","401010","-1","-1","-1","-1","-1","-1","-1","18","1","1","1","1","0","-1","True","False","False"
"614","320","401","498000","160","Weapon type: Curved Sword\nAttack type: Slash\n\nSmall curved sword. Each hit inflicts little\ndamage, but fluid chain attacks are deadly.\n\nThe falchion's sharp slashing attacks are\neffective against cloth and flesh, but not\nagainst metal armor or tough scales.","Raw Falchion","160","Curved Sword","200","2.5","-1","401300","粗製のファルシオン","","-1","50","614","-1","7","0","2800","Scimitar","0","Scimitar","2","0","10","0","True","True","True","False","False","False","True","False","False","False","False","False","False","1","False","False","False","False","0","50","50","34","False","False","True","False","0","True","9","13","0","0","99","1","10","0","0","10","20","True","0","0","0","False","0","0","2","94","0","0","0","10","20","0","10","64","0","0","45","10","30","30","40","40","40","34","30","-1","-1","-1","-1","-1","-1","300","0","300","15","401005","401005","-1","-1","401005","401005","401005","-1","-1","401005","-1","-1","-1","-1","-1","-1","-1","19","1","1","1","1","0","-1","True","False","False"
"615","320","401","498000","160","Weapon type: Curved Sword\nAttack type: Slash\n\nSmall curved sword. Each hit inflicts little\ndamage, but fluid chain attacks are deadly.\n\nThe falchion's sharp slashing attacks are\neffective against cloth and flesh, but not\nagainst metal armor or tough scales.","Magic Falchion","160","Curved Sword","200","2.5","100820","401400","魔法Ａのファルシオン","","100810","50","615","100800","7","0","2800","Scimitar","0","Scimitar","2","0","10","0","True","True","True","False","False","False","True","False","False","False","False","False","False","1","False","False","False","False","0","50","50","34","False","False","True","False","0","False","9","13","0","0","99","1","10","0","0","10","20","True","0","0","0","False","0","0","2","62","67","0","0","10","20","0","4","24","71","0","45","10","30","30","40","40","40","34","30","-1","-1","-1","-1","-1","-1","400","1","400","20","401005","401005","401405","401405","401005","401005","401005","-1","-1","401005","-1","-1","401405","401405","401405","-1","-1","20","1","1","1","1","0","-1","True","False","False"
"616","320","401","498000","160","Weapon type: Curved Sword\nAttack type: Slash\n\nSmall curved sword. Each hit inflicts little\ndamage, but fluid chain attacks are deadly.\n\nThe falchion's sharp slashing attacks are\neffective against cloth and flesh, but not\nagainst metal armor or tough scales.","Enchanted Falchion","160","Curved Sword","200","2.5","100820","401500","魔法Ｂのファルシオン","","100810","50","616","100800","7","0","2800","Scimitar","0","Scimitar","2","0","10","0","True","True","True","False","False","False","True","False","False","False","False","False","False","1","False","False","False","False","0","50","50","34","False","False","True","False","0","False","9","13","0","0","99","1","10","0","0","10","20","True","0","0","0","False","0","0","2","62","66","0","0","10","20","0","3","17","69","0","45","10","30","30","40","40","40","34","30","-1","-1","-1","-1","-1","-1","500","1","500","22","401405","401405","-1","-1","401405","401405","401405","-1","-1","401405","-1","-1","-1","-1","-1","-1","-1","21","1","1","1","1","0","-1","True","False","False"
"617","320","401","498000","160","Weapon type: Curved Sword\nAttack type: Slash\n\nSmall curved sword. Each hit inflicts little\ndamage, but fluid chain attacks are deadly.\n\nThe falchion's sharp slashing attacks are\neffective against cloth and flesh, but not\nagainst metal armor or tough scales.","Divine Falchion","160","Curved Sword","200","2.5","100920","401600","神聖のファルシオン","","100910","100","617","100900","7","0","2800","Scimitar","0","Scimitar","2","0","10","0","True","True","True","False","False","False","True","False","False","False","False","False","False","1","False","False","False","False","0","50","50","34","False","False","True","False","0","False","9","13","0","0","99","1","10","0","0","10","20","True","0","0","0","False","0","0","2","55","68","0","0","10","20","0","5","33","0","70","45","10","30","30","40","40","40","34","30","-1","-1","-1","-1","-1","-1","600","1","600","25","401005","401005","401605","401605","401005","401005","401005","-1","-1","401005","-1","-1","401605","401605","401605","-1","-1","22","1","1.1","1","1","0","-1","True","False","False"
"618","320","401","498000","160","Weapon type: Curved Sword\nAttack type: Slash\n\nSmall curved sword. Each hit inflicts little\ndamage, but fluid chain attacks are deadly.\n\nThe falchion's sharp slashing attacks are\neffective against cloth and flesh, but not\nagainst metal armor or tough scales.","Occult Falchion","160","Curved Sword","200","2.5","100920","401700","暗黒のファルシオン","","100910","100","618","100900","7","0","2800","Scimitar","0","Scimitar","2","0","10","0","True","True","True","False","False","False","True","False","False","False","False","False","False","1","False","False","False","False","0","50","50","34","False","False","True","False","0","False","9","13","0","0","99","1","10","0","0","10","20","True","0","0","0","False","0","0","2","56","62","0","0","10","20","0","5","31","0","82","45","10","30","30","40","40","40","34","30","-1","-1","-1","-1","-1","-1","700","1","700","30","401605","401605","-1","-1","401605","401605","401605","-1","-1","401605","-1","-1","-1","-1","-1","-1","-1","23","1","1","1.1","1","0","-1","True","False","False"
"619","320","401","498000","160","Weapon type: Curved Sword\nAttack type: Slash\n\nSmall curved sword. Each hit inflicts little\ndamage, but fluid chain attacks are deadly.\n\nThe falchion's sharp slashing attacks are\neffective against cloth and flesh, but not\nagainst metal armor or tough scales.","Fire Falchion","160","Curved Sword","200","2.5","101020","401800","炎のファルシオン","","101010","50","619","101000","7","0","2800","Scimitar","0","Scimitar","2","0","10","0","True","True","True","False","False","False","True","False","False","False","False","False","False","2","False","False","False","False","0","50","50","34","False","False","True","False","0","False","9","13","0","0","99","1","10","0","0","10","20","True","0","0","0","False","0","0","2","82","0","82","0","10","20","0","0","0","0","0","45","10","30","30","40","40","40","34","30","-1","-1","-1","-1","-1","-1","800","0","800","35","401005","401005","401805","401805","401005","401005","401005","-1","-1","401005","-1","-1","401805","401805","401805","-1","-1","24","1","1","1","1","0","-1","True","False","False"
"620","320","401","498000","160","Weapon type: Curved Sword\nAttack type: Slash\n\nSmall curved sword. Each hit inflicts little\ndamage, but fluid chain attacks are deadly.\n\nThe falchion's sharp slashing attacks are\neffective against cloth and flesh, but not\nagainst metal armor or tough scales.","Chaos Falchion","160","Curved Sword","200","2.5","101020","401900","混沌の炎のファルシオン","","101010","50","620","101000","7","0","2800","Scimitar","0","Scimitar","2","0","10","0","True","True","True","False","False","False","True","False","False","False","False","False","False","2","False","False","False","False","0","50","50","34","False","False","True","False","0","False","9","13","0","0","99","1","10","0","0","10","20","True","0","0","0","True","0","0","2","72","0","82","0","10","20","0","0","0","0","0","45","10","30","30","40","40","40","34","30","-1","-1","-1","-1","-1","-1","900","0","900","40","401805","401805","-1","-1","401805","401805","401805","-1","-1","401805","-1","-1","-1","-1","-1","-1","-1","25","1","1","1","1","0","-1","True","False","False"
"621","240","403","498000","120","Weapon type: Curved Sword\nAttack type: Slash\n\nCurved sword with sharply curved blade.\n\nCreated by Arstor, Earl of Carim.\nRequires great skill to wield, but evades\nshield defense to sneak in damage.","Shotel","120","Curved Sword","200","2.5","100720","402000","ショーテル","","100710","50","621","100700","7","0","2801","Scimitar","99","Scimitar","2","0","10","0","True","True","True","False","False","False","True","False","False","False","False","False","False","1","False","False","False","False","0","50","50","35","False","False","True","False","0","True","9","14","0","0","99","1","10","0","0","10","60","True","0","0","0","False","0","0","2","82","0","0","0","10","20","0","15","72","0","0","45","10","30","30","40","40","40","34","30","-1","-1","-1","-1","-1","-1","0","0","0","0","402000","402000","402005","402005","402000","402000","402000","402010","402010","402000","402010","402010","402005","402005","402005","402010","-1","16","1","1","1","1","0","-1","True","False","False"
"622","240","403","498000","12","Weapon type: Curved Sword\nAttack type: Slash\n\nCurved sword with sharply curved blade.\n\nCreated by Arstor, Earl of Carim.\nRequires great skill to wield, but evades\nshield defense to sneak in damage.","Crystal Shotel","12","Curved Sword","200","2.5","100720","402100","結晶のショーテル","","100710","1","622","100700","7","0","2801","Scimitar","99","Scimitar","2","0","10","0","True","True","True","False","False","False","True","False","False","False","False","False","False","1","False","False","False","False","0","50","50","35","False","False","True","False","0","True","9","14","0","0","99","1","10","0","0","10","60","True","0","0","0","False","0","0","2","82","0","0","0","10","20","0","15","72","0","0","45","10","30","30","40","40","40","34","30","-1","-1","-1","-1","-1","-1","100","0","100","5","402010","402010","-1","-1","402010","402010","402010","-1","-1","402010","-1","-1","-1","-1","-1","-1","-1","17","1","1","1","1","0","-1","True","True","True"
"623","240","403","498000","120","Weapon type: Curved Sword\nAttack type: Slash\n\nCurved sword with sharply curved blade.\n\nCreated by Arstor, Earl of Carim.\nRequires great skill to wield, but evades\nshield defense to sneak in damage.","Lightning Shotel","120","Curved Sword","200","2.5","100720","402200","雷のショーテル","","100710","500","623","100700","7","0","2801","Scimitar","99","Scimitar","2","0","10","0","True","True","True","False","False","False","True","False","False","False","False","False","False","6","False","False","False","False","0","50","50","35","False","False","True","False","0","False","9","14","0","0","99","1","10","0","0","10","60","True","0","0","0","False","0","0","2","82","0","0","82","10","20","0","0","0","0","0","45","10","30","30","40","40","40","34","30","-1","-1","-1","-1","-1","-1","200","0","200","10","402010","402010","-1","-1","402010","402010","402010","-1","-1","402010","-1","-1","-1","-1","-1","-1","-1","18","1","1","1","1","0","-1","True","False","False"
"624","240","403","498000","120","Weapon type: Curved Sword\nAttack type: Slash\n\nCurved sword with sharply curved blade.\n\nCreated by Arstor, Earl of Carim.\nRequires great skill to wield, but evades\nshield defense to sneak in damage.","Raw Shotel","120","Curved Sword","200","2.5","-1","402300","粗製のショーテル","","-1","50","624","-1","7","0","2801","Scimitar","99","Scimitar","2","0","10","0","True","True","True","False","False","False","True","False","False","False","False","False","False","1","False","False","False","False","0","50","50","35","False","False","True","False","0","True","9","14","0","0","99","1","10","0","0","10","60","True","0","0","0","False","0","0","2","94","0","0","0","10","20","0","11","55","0","0","45","10","30","30","40","40","40","34","30","-1","-1","-1","-1","-1","-1","300","0","300","15","402005","402005","-1","-1","402005","402005","402005","-1","-1","402005","-1","-1","-1","-1","-1","-1","-1","19","1","1","1","1","0","-1","True","False","False"
"625","240","403","498000","120","Weapon type: Curved Sword\nAttack type: Slash\n\nCurved sword with sharply curved blade.\n\nCreated by Arstor, Earl of Carim.\nRequires great skill to wield, but evades\nshield defense to sneak in damage.","Magic Shotel","120","Curved Sword","200","2.5","100820","402400","魔法Ａのショーテル","","100810","50","625","100800","7","0","2801","Scimitar","99","Scimitar","2","0","10","0","True","True","True","False","False","False","True","False","False","False","False","False","False","1","False","False","False","False","0","50","50","35","False","False","True","False","0","False","9","14","0","0","99","1","10","0","0","10","60","True","0","0","0","False","0","0","2","62","67","0","0","10","20","0","4","21","63","0","45","10","30","30","40","40","40","34","30","-1","-1","-1","-1","-1","-1","400","1","400","20","402005","402005","402405","402405","402005","402005","402005","-1","-1","402005","-1","-1","402405","402405","402405","-1","-1","20","1","1","1","1","0","-1","True","False","False"
"626","240","403","498000","120","Weapon type: Curved Sword\nAttack type: Slash\n\nCurved sword with sharply curved blade.\n\nCreated by Arstor, Earl of Carim.\nRequires great skill to wield, but evades\nshield defense to sneak in damage.","Enchanted Shotel","120","Curved Sword","200","2.5","100820","402500","魔法Ｂのショーテル","","100810","50","626","100800","7","0","2801","Scimitar","99","Scimitar","2","0","10","0","True","True","True","False","False","False","True","False","False","False","False","False","False","1","False","False","False","False","0","50","50","35","False","False","True","False","0","False","9","14","0","0","99","1","10","0","0","10","60","True","0","0","0","False","0","0","2","62","66","0","0","10","20","0","3","15","61","0","45","10","30","30","40","40","40","34","30","-1","-1","-1","-1","-1","-1","500","1","500","22","402405","402405","-1","-1","402405","402405","402405","-1","-1","402405","-1","-1","-1","-1","-1","-1","-1","21","1","1","1","1","0","-1","True","False","False"
"627","240","403","498000","120","Weapon type: Curved Sword\nAttack type: Slash\n\nCurved sword with sharply curved blade.\n\nCreated by Arstor, Earl of Carim.\nRequires great skill to wield, but evades\nshield defense to sneak in damage.","Divine Shotel","120","Curved Sword","200","2.5","100920","402600","神聖のショーテル","","100910","100","627","100900","7","0","2801","Scimitar","99","Scimitar","2","0","10","0","True","True","True","False","False","False","True","False","False","False","False","False","False","1","False","False","False","False","0","50","50","35","False","False","True","False","0","False","9","14","0","0","99","1","10","0","0","10","60","True","0","0","0","False","0","0","2","55","68","0","0","10","20","0","6","28","0","62","45","10","30","30","40","40","40","34","30","-1","-1","-1","-1","-1","-1","600","1","600","25","402005","402005","402605","402605","402005","402005","402005","-1","-1","402005","-1","-1","402605","402605","402605","-1","-1","22","1","1.1","1","1","0","-1","True","False","False"
